Name,hydrophobicity,class
seq6593,-0.304,nonDRNA
seq6594,0.038,nonDRNA
seq6595,0.03,nonDRNA
seq6596,-0.331,nonDRNA
seq6597,-0.15,nonDRNA
seq6598,-0.204,nonDRNA
seq6599,0.025,nonDRNA
seq6600,-0.033,nonDRNA
seq6601,-0.075,nonDRNA
seq6602,-0.088,nonDRNA
seq6603,-0.286,nonDRNA
seq6604,-0.028,nonDRNA
seq6605,-0.264,nonDRNA
seq6606,-0.015,nonDRNA
seq6607,-0.167,nonDRNA
seq6608,-0.288,nonDRNA
seq6609,-0.046,nonDRNA
seq6610,-0.387,nonDRNA
seq6611,-0.442,nonDRNA
seq6612,-0.413,nonDRNA
seq6613,-0.329,nonDRNA
seq6614,-0.482,nonDRNA
seq6615,-0.274,nonDRNA
seq6616,-0.129,nonDRNA
seq6617,-0.215,nonDRNA
seq6618,-0.245,nonDRNA
seq6619,-0.495,nonDRNA
seq6620,-0.084,nonDRNA
seq6621,-0.509,nonDRNA
seq6622,-0.258,nonDRNA
seq6623,-0.15,nonDRNA
seq6624,-0.279,nonDRNA
seq6625,-0.249,nonDRNA
seq6626,0.123,nonDRNA
seq6627,0.158,nonDRNA
seq6628,-0.053,nonDRNA
seq6629,0.178,nonDRNA
seq6630,-0.241,nonDRNA
seq6631,-0.071,nonDRNA
seq6632,0.055,nonDRNA
seq6633,-0.19,nonDRNA
seq6634,-0.294,nonDRNA
seq6635,0.015,nonDRNA
seq6636,0.043,nonDRNA
seq6637,0.12,nonDRNA
seq6638,-0.229,nonDRNA
seq6639,0.074,nonDRNA
seq6640,-0.196,nonDRNA
seq6641,-0.257,nonDRNA
seq6642,-0.162,nonDRNA
seq6643,-0.578,nonDRNA
seq6644,-0.553,nonDRNA
seq6645,-0.505,nonDRNA
seq6646,-0.494,nonDRNA
seq6647,-0.373,nonDRNA
seq6648,-0.315,nonDRNA
seq6649,-0.937,nonDRNA
seq6650,-0.11,nonDRNA
seq6651,-0.067,nonDRNA
seq6652,-0.536,nonDRNA
seq6653,-0.571,nonDRNA
seq6654,-0.54,nonDRNA
seq6655,-0.476,nonDRNA
seq6656,-0.481,nonDRNA
seq6657,-0.527,nonDRNA
seq6658,-0.502,nonDRNA
seq6659,-0.525,nonDRNA
seq6660,-0.158,nonDRNA
seq6661,-0.516,nonDRNA
seq6662,-0.18,nonDRNA
seq6663,-0.028,nonDRNA
seq6664,-0.208,nonDRNA
seq6665,0.071,nonDRNA
seq6666,0.086,nonDRNA
seq6667,-0.199,nonDRNA
seq6668,-0.098,nonDRNA
seq6669,-0.204,nonDRNA
seq6670,-0.408,nonDRNA
seq6671,-0.095,nonDRNA
seq6672,0.1,nonDRNA
seq6673,-0.514,nonDRNA
seq6674,-0.116,nonDRNA
seq6675,-0.277,nonDRNA
seq6676,-0.194,nonDRNA
seq6677,-0.215,nonDRNA
seq6678,-0.404,nonDRNA
seq6679,-0.163,nonDRNA
seq6680,-0.151,nonDRNA
seq6681,-0.463,nonDRNA
seq6682,-0.397,nonDRNA
seq6683,-0.774,nonDRNA
seq6684,-0.533,nonDRNA
seq6685,-0.141,nonDRNA
seq6686,-0.474,nonDRNA
seq6687,-0.323,nonDRNA
seq6688,-0.143,nonDRNA
seq6689,-0.428,nonDRNA
seq6690,-0.392,nonDRNA
seq6691,-0.821,nonDRNA
seq6692,-0.752,nonDRNA
seq6693,-0.716,nonDRNA
seq6694,-0.28,nonDRNA
seq6695,0.115,nonDRNA
seq6696,-0.289,nonDRNA
seq6697,-0.819,nonDRNA
seq6698,-0.572,nonDRNA
seq6699,-0.379,nonDRNA
seq6700,-0.114,nonDRNA
seq6701,-0.543,nonDRNA
seq6702,-0.086,nonDRNA
seq6703,-0.771,nonDRNA
seq6704,-0.786,nonDRNA
seq6705,-0.421,nonDRNA
seq6706,-0.263,nonDRNA
seq6707,-0.054,nonDRNA
seq6708,-0.435,nonDRNA
seq6709,-0.653,nonDRNA
seq6710,-0.093,nonDRNA
seq6711,-0.199,nonDRNA
seq6712,-0.21,nonDRNA
seq6713,-0.317,nonDRNA
seq6714,-0.165,nonDRNA
seq6715,-0.418,nonDRNA
seq6716,-0.312,nonDRNA
seq6717,-0.09,nonDRNA
seq6718,-0.174,nonDRNA
seq6719,-0.282,nonDRNA
seq6720,0.67,nonDRNA
seq6721,-0.098,nonDRNA
seq6722,-0.09,nonDRNA
seq6723,-0.977,nonDRNA
seq6724,-0.168,nonDRNA
seq6725,-0.313,nonDRNA
seq6726,-0.278,nonDRNA
seq6727,-0.793,nonDRNA
seq6728,-0.449,nonDRNA
seq6729,-0.133,nonDRNA
seq6730,-0.321,nonDRNA
seq6731,-0.772,nonDRNA
seq6732,-0.278,nonDRNA
seq6733,-0.154,nonDRNA
seq6734,-0.133,nonDRNA
seq6735,-0.675,nonDRNA
seq6736,0.004,nonDRNA
seq6737,-0.432,nonDRNA
seq6738,-0.781,nonDRNA
seq6739,-0.22,nonDRNA
seq6740,-0.22,nonDRNA
seq6741,0.011,nonDRNA
seq6742,-0.173,nonDRNA
seq6743,-0.115,nonDRNA
seq6744,0.021,nonDRNA
seq6745,-0.626,nonDRNA
seq6746,-0.058,nonDRNA
seq6747,-0.301,nonDRNA
seq6748,-0.378,nonDRNA
seq6749,-0.325,nonDRNA
seq6750,-0.094,nonDRNA
seq6751,-0.37,nonDRNA
seq6752,-0.296,nonDRNA
seq6753,-1.055,nonDRNA
seq6754,-0.653,nonDRNA
seq6755,-0.279,nonDRNA
seq6756,-0.763,nonDRNA
seq6757,-0.297,nonDRNA
seq6758,0.302,nonDRNA
seq6759,-0.777,nonDRNA
seq6760,0.021,nonDRNA
seq6761,-0.494,nonDRNA
seq6762,0.924,nonDRNA
seq6763,-0.31,nonDRNA
seq6764,-0.294,nonDRNA
seq6765,-0.147,nonDRNA
seq6766,0.132,nonDRNA
seq6767,0.096,nonDRNA
seq6768,-0.353,nonDRNA
seq6769,0.025,nonDRNA
seq6770,-0.435,nonDRNA
seq6771,-0.223,nonDRNA
seq6772,-0.24,nonDRNA
seq6773,-0.386,nonDRNA
seq6774,0.052,nonDRNA
seq6775,-0.014,nonDRNA
seq6776,-0.446,nonDRNA
seq6777,-0.1,nonDRNA
seq6778,-0.094,nonDRNA
seq6779,-0.024,nonDRNA
seq6780,-0.075,nonDRNA
seq6781,-0.383,nonDRNA
seq6782,-0.123,nonDRNA
seq6783,-0.521,nonDRNA
seq6784,-0.641,nonDRNA
seq6785,-0.225,nonDRNA
seq6786,-0.013,nonDRNA
seq6787,0.206,nonDRNA
seq6788,0.117,nonDRNA
seq6789,-0.178,nonDRNA
seq6790,-0.436,nonDRNA
seq6791,-0.908,nonDRNA
seq6792,-0.377,nonDRNA
seq6793,-0.583,nonDRNA
seq6794,-0.159,nonDRNA
seq6795,0.136,nonDRNA
seq6796,-0.137,nonDRNA
seq6797,0.16,nonDRNA
seq6798,-0.302,nonDRNA
seq6799,-0.301,nonDRNA
seq6800,-0.664,nonDRNA
seq6801,-0.614,nonDRNA
seq6802,-0.455,nonDRNA
seq6803,-0.606,nonDRNA
seq6804,-0.576,nonDRNA
seq6805,-0.151,nonDRNA
seq6806,-0.024,nonDRNA
seq6807,-0.085,nonDRNA
seq6808,-0.091,nonDRNA
seq6809,-0.306,nonDRNA
seq6810,-0.315,nonDRNA
seq6811,0.105,nonDRNA
seq6812,-0.266,nonDRNA
seq6813,-0.701,nonDRNA
seq6814,-0.206,nonDRNA
seq6815,-0.166,nonDRNA
seq6816,-0.875,nonDRNA
seq6817,-0.103,nonDRNA
seq6818,-0.081,nonDRNA
seq6819,-0.447,nonDRNA
seq6820,-0.569,nonDRNA
seq6821,-0.384,nonDRNA
seq6822,-0.326,nonDRNA
seq6823,-0.916,nonDRNA
seq6824,-0.171,nonDRNA
seq6825,-0.262,nonDRNA
seq6826,-0.199,nonDRNA
seq6827,-0.361,nonDRNA
seq6828,0.035,nonDRNA
seq6829,-0.473,nonDRNA
seq6830,-0.294,nonDRNA
seq6831,-0.745,nonDRNA
seq6832,-0.828,nonDRNA
seq6833,-0.249,nonDRNA
seq6834,-0.467,nonDRNA
seq6835,-0.6,nonDRNA
seq6836,-0.509,nonDRNA
seq6837,-0.297,nonDRNA
seq6838,-0.29,nonDRNA
seq6839,-0.468,nonDRNA
seq6840,-0.008,nonDRNA
seq6841,-0.403,nonDRNA
seq6842,0.388,nonDRNA
seq6843,-0.283,nonDRNA
seq6844,0.21,nonDRNA
seq6845,-0.292,nonDRNA
seq6846,-0.367,nonDRNA
seq6847,0.06,nonDRNA
seq6848,0.046,nonDRNA
seq6849,-0.391,nonDRNA
seq6850,-0.193,nonDRNA
seq6851,-0.05,nonDRNA
seq6852,-0.212,nonDRNA
seq6853,0.217,nonDRNA
seq6854,-0.048,nonDRNA
seq6855,-0.286,nonDRNA
seq6856,-0.231,nonDRNA
seq6857,-0.387,nonDRNA
seq6858,-0.489,nonDRNA
seq6859,0.145,nonDRNA
seq6860,0.194,nonDRNA
seq6861,-0.714,nonDRNA
seq6862,-0.38,nonDRNA
seq6863,-0.12,nonDRNA
seq6864,-0.592,nonDRNA
seq6865,-0.483,nonDRNA
seq6866,-0.443,nonDRNA
seq6867,-0.345,nonDRNA
seq6868,-0.544,nonDRNA
seq6869,-0.374,nonDRNA
seq6870,-0.314,nonDRNA
seq6871,-0.339,nonDRNA
seq6872,0.068,nonDRNA
seq6873,-0.182,nonDRNA
seq6874,-0.033,nonDRNA
seq6875,-0.311,nonDRNA
seq6876,-0.682,nonDRNA
seq6877,-0.396,nonDRNA
seq6878,0.135,nonDRNA
seq6879,-0.366,nonDRNA
seq6880,-0.188,nonDRNA
seq6881,-0.376,nonDRNA
seq6882,-0.201,nonDRNA
seq6883,0.087,nonDRNA
seq6884,-0.573,nonDRNA
seq6885,-0.437,nonDRNA
seq6886,-0.194,nonDRNA
seq6887,-0.505,nonDRNA
seq6888,-0.219,nonDRNA
seq6889,-0.142,nonDRNA
seq6890,-0.533,nonDRNA
seq6891,-0.36,nonDRNA
seq6892,-0.228,nonDRNA
seq6893,-0.235,nonDRNA
seq6894,-0.998,nonDRNA
seq6895,-0.004,nonDRNA
seq6896,-0.243,nonDRNA
seq6897,-0.285,nonDRNA
seq6898,-0.391,nonDRNA
seq6899,-0.072,nonDRNA
seq6900,-0.134,nonDRNA
seq6901,-0.468,nonDRNA
seq6902,-0.128,nonDRNA
seq6903,-0.169,nonDRNA
seq6904,-0.499,nonDRNA
seq6905,-0.99,nonDRNA
seq6906,-0.342,nonDRNA
seq6907,-0.365,nonDRNA
seq6908,-0.147,nonDRNA
seq6909,-0.016,nonDRNA
seq6910,-0.338,nonDRNA
seq6911,-0.426,nonDRNA
seq6912,-0.509,nonDRNA
seq6913,0.158,nonDRNA
seq6914,-0.154,nonDRNA
seq6915,-0.359,nonDRNA
seq6916,-0.274,nonDRNA
seq6917,-0.338,nonDRNA
seq6918,-0.17,nonDRNA
seq6919,0.049,nonDRNA
seq6920,-0.31,nonDRNA
seq6921,-0.153,nonDRNA
seq6922,-0.284,nonDRNA
seq6923,-0.285,nonDRNA
seq6924,0.177,nonDRNA
seq6925,0.086,nonDRNA
seq6926,0.082,nonDRNA
seq6927,0.081,nonDRNA
seq6928,0.084,nonDRNA
seq6929,0.081,nonDRNA
seq6930,0.013,nonDRNA
seq6931,-0.751,nonDRNA
seq6932,-0.19,nonDRNA
seq6933,-0.145,nonDRNA
seq6934,-0.401,nonDRNA
seq6935,-0.204,nonDRNA
seq6936,0.175,nonDRNA
seq6937,0.254,nonDRNA
seq6938,-0.531,nonDRNA
seq6939,-0.547,nonDRNA
seq6940,-0.22,nonDRNA
seq6941,-0.273,nonDRNA
seq6942,-0.128,nonDRNA
seq6943,-0.021,nonDRNA
seq6944,-0.282,nonDRNA
seq6945,1.118,nonDRNA
seq6946,0.135,nonDRNA
seq6947,-0.394,nonDRNA
seq6948,-0.749,nonDRNA
seq6949,-0.938,nonDRNA
seq6950,-0.047,nonDRNA
seq6951,-0.19,nonDRNA
seq6952,-1.038,nonDRNA
seq6953,-0.447,nonDRNA
seq6954,-0.383,nonDRNA
seq6955,-0.176,nonDRNA
seq6956,-0.261,nonDRNA
seq6957,-0.617,nonDRNA
seq6958,-0.613,nonDRNA
seq6959,-0.086,nonDRNA
seq6960,0.067,nonDRNA
seq6961,-0.154,nonDRNA
seq6962,-0.683,nonDRNA
seq6963,-0.001,nonDRNA
seq6964,0.018,nonDRNA
seq6965,-0.518,nonDRNA
seq6966,-0.471,nonDRNA
seq6967,0.027,nonDRNA
seq6968,0.153,nonDRNA
seq6969,-0.345,nonDRNA
seq6970,-0.476,nonDRNA
seq6971,-0.247,nonDRNA
seq6972,-0.382,nonDRNA
seq6973,-0.111,nonDRNA
seq6974,-0.143,nonDRNA
seq6975,-0.319,nonDRNA
seq6976,-0.384,nonDRNA
seq6977,-0.074,nonDRNA
seq6978,-0.693,nonDRNA
seq6979,-0.265,nonDRNA
seq6980,-0.357,nonDRNA
seq6981,0.226,nonDRNA
seq6982,-0.357,nonDRNA
seq6983,-0.065,nonDRNA
seq6984,0.047,nonDRNA
seq6985,-0.671,nonDRNA
seq6986,-0.528,nonDRNA
seq6987,0.015,nonDRNA
seq6988,-0.671,nonDRNA
seq6989,-0.579,nonDRNA
seq6990,-0.484,nonDRNA
seq6991,-0.499,nonDRNA
seq6992,0.05,nonDRNA
seq6993,-0.181,nonDRNA
seq6994,-0.183,nonDRNA
seq6995,-0.155,nonDRNA
seq6996,-0.925,nonDRNA
seq6997,-0.147,nonDRNA
seq6998,-0.652,nonDRNA
seq6999,-0.268,nonDRNA
seq7000,-0.202,nonDRNA
seq7001,0.678,nonDRNA
seq7002,-0.038,nonDRNA
seq7003,-0.463,nonDRNA
seq7004,-0.634,nonDRNA
seq7005,-0.248,nonDRNA
seq7006,0.125,nonDRNA
seq7007,0.011,nonDRNA
seq7008,-0.054,nonDRNA
seq7009,-0.189,nonDRNA
seq7010,-0.212,nonDRNA
seq7011,-0.214,nonDRNA
seq7012,-0.247,nonDRNA
seq7013,-0.244,nonDRNA
seq7014,0.782,nonDRNA
seq7015,0.02,nonDRNA
seq7016,-0.208,nonDRNA
seq7017,0.212,nonDRNA
seq7018,-0.056,nonDRNA
seq7019,-0.073,nonDRNA
seq7020,-0.379,nonDRNA
seq7021,-0.147,nonDRNA
seq7022,0.041,nonDRNA
seq7023,-0.136,nonDRNA
seq7024,-0.122,nonDRNA
seq7025,-0.109,nonDRNA
seq7026,-0.141,nonDRNA
seq7027,-0.554,nonDRNA
seq7028,0.496,nonDRNA
seq7029,0.063,nonDRNA
seq7030,-0.303,nonDRNA
seq7031,-0.169,nonDRNA
seq7032,-0.104,nonDRNA
seq7033,-0.801,nonDRNA
seq7034,-0.125,nonDRNA
seq7035,-0.128,nonDRNA
seq7036,-0.048,nonDRNA
seq7037,-0.24,nonDRNA
seq7038,0.069,nonDRNA
seq7039,-0.162,nonDRNA
seq7040,-0.199,nonDRNA
seq7041,-0.171,nonDRNA
seq7042,-0.441,nonDRNA
seq7043,-0.196,nonDRNA
seq7044,-0.538,nonDRNA
seq7045,-0.226,nonDRNA
seq7046,0.579,nonDRNA
seq7047,-0.352,nonDRNA
seq7048,0.274,nonDRNA
seq7049,-0.235,nonDRNA
seq7050,0.728,nonDRNA
seq7051,-0.223,nonDRNA
seq7052,-0.452,nonDRNA
seq7053,-0.454,nonDRNA
seq7054,-0.168,nonDRNA
seq7055,-0.167,nonDRNA
seq7056,-0.456,nonDRNA
seq7057,-0.142,nonDRNA
seq7058,-0.224,nonDRNA
seq7059,-0.237,nonDRNA
seq7060,-0.476,nonDRNA
seq7061,-0.232,nonDRNA
seq7062,0.065,nonDRNA
seq7063,-0.399,nonDRNA
seq7064,-0.606,nonDRNA
seq7065,-0.127,nonDRNA
seq7066,-0.335,nonDRNA
seq7067,-0.128,nonDRNA
seq7068,-0.297,nonDRNA
seq7069,-0.456,nonDRNA
seq7070,-0.492,nonDRNA
seq7071,-0.168,nonDRNA
seq7072,0.014,nonDRNA
seq7073,-0.276,nonDRNA
seq7074,-0.355,nonDRNA
seq7075,-0.02,nonDRNA
seq7076,-0.12,nonDRNA
seq7077,-0.174,nonDRNA
seq7078,-0.263,nonDRNA
seq7079,-0.405,nonDRNA
seq7080,-0.308,nonDRNA
seq7081,-0.253,nonDRNA
seq7082,-0.369,nonDRNA
seq7083,0.023,nonDRNA
seq7084,-0.141,nonDRNA
seq7085,-0.54,nonDRNA
seq7086,-0.174,nonDRNA
seq7087,-0.405,nonDRNA
seq7088,-0.645,nonDRNA
seq7089,-0.384,nonDRNA
seq7090,-0.475,nonDRNA
seq7091,-0.2,nonDRNA
seq7092,-0.267,nonDRNA
seq7093,-0.251,nonDRNA
seq7094,-0.512,nonDRNA
seq7095,-0.244,nonDRNA
seq7096,-0.21,nonDRNA
seq7097,-0.324,nonDRNA
seq7098,-0.33,nonDRNA
seq7099,-0.132,nonDRNA
seq7100,0.022,nonDRNA
seq7101,0.359,nonDRNA
seq7102,-0.066,nonDRNA
seq7103,-0.034,nonDRNA
seq7104,-0.482,nonDRNA
seq7105,-0.183,nonDRNA
seq7106,-0.069,nonDRNA
seq7107,0.048,nonDRNA
seq7108,-0.06,nonDRNA
seq7109,0.002,nonDRNA
seq7110,-0.883,nonDRNA
seq7111,-0.084,nonDRNA
seq7112,-0.007,nonDRNA
seq7113,0.016,nonDRNA
seq7114,0.025,nonDRNA
seq7115,-0.445,nonDRNA
seq7116,0.089,nonDRNA
seq7117,0.107,nonDRNA
seq7118,-0.259,nonDRNA
seq7119,-0.209,nonDRNA
seq7120,-0.061,nonDRNA
seq7121,-0.646,nonDRNA
seq7122,-0.431,nonDRNA
seq7123,-0.387,nonDRNA
seq7124,0.058,nonDRNA
seq7125,-0.274,nonDRNA
seq7126,-0.377,nonDRNA
seq7127,0.04,nonDRNA
seq7128,0.1,nonDRNA
seq7129,-0.309,nonDRNA
seq7130,-0.228,nonDRNA
seq7131,-0.512,nonDRNA
seq7132,-0.298,nonDRNA
seq7133,-0.152,nonDRNA
seq7134,-0.331,nonDRNA
seq7135,-0.767,nonDRNA
seq7136,-0.083,nonDRNA
seq7137,-0.373,nonDRNA
seq7138,-0.017,nonDRNA
seq7139,-0.209,nonDRNA
seq7140,-0.726,nonDRNA
seq7141,0.22,nonDRNA
seq7142,-0.025,nonDRNA
seq7143,0.049,nonDRNA
seq7144,-0.548,nonDRNA
seq7145,0.217,nonDRNA
seq7146,-0.271,nonDRNA
seq7147,-0.171,nonDRNA
seq7148,-0.796,nonDRNA
seq7149,-0.06,nonDRNA
seq7150,-0.321,nonDRNA
seq7151,0.395,nonDRNA
seq7152,-0.416,nonDRNA
seq7153,-0.285,nonDRNA
seq7154,-0.281,nonDRNA
seq7155,-0.2,nonDRNA
seq7156,-0.187,nonDRNA
seq7157,-0.299,nonDRNA
seq7158,-0.332,nonDRNA
seq7159,-0.247,nonDRNA
seq7160,-0.023,nonDRNA
seq7161,-0.355,nonDRNA
seq7162,-0.157,nonDRNA
seq7163,0.104,nonDRNA
seq7164,0.105,nonDRNA
seq7165,0.176,nonDRNA
seq7166,-0.392,nonDRNA
seq7167,-0.373,nonDRNA
seq7168,0.006,nonDRNA
seq7169,-0.137,nonDRNA
seq7170,0.114,nonDRNA
seq7171,-0.123,nonDRNA
seq7172,-0.23,nonDRNA
seq7173,-0.116,nonDRNA
seq7174,-0.233,nonDRNA
seq7175,-0.43,nonDRNA
seq7176,-0.352,nonDRNA
seq7177,-0.306,nonDRNA
seq7178,-0.557,nonDRNA
seq7179,-0.303,nonDRNA
seq7180,-0.636,nonDRNA
seq7181,-0.01,nonDRNA
seq7182,-0.106,nonDRNA
seq7183,-0.106,nonDRNA
seq7184,-0.114,nonDRNA
seq7185,-0.542,nonDRNA
seq7186,-0.873,nonDRNA
seq7187,-0.372,nonDRNA
seq7188,-0.258,nonDRNA
seq7189,0.061,nonDRNA
seq7190,-0.397,nonDRNA
seq7191,0.039,nonDRNA
seq7192,-0.328,nonDRNA
seq7193,-0.407,nonDRNA
seq7194,-0.842,nonDRNA
seq7195,-0.055,nonDRNA
seq7196,-0.301,nonDRNA
seq7197,0.001,nonDRNA
seq7198,-0.225,nonDRNA
seq7199,-0.498,nonDRNA
seq7200,-0.421,nonDRNA
seq7201,-0.443,nonDRNA
seq7202,-0.014,nonDRNA
seq7203,-0.821,nonDRNA
seq7204,-0.405,nonDRNA
seq7205,-0.471,nonDRNA
seq7206,-0.869,nonDRNA
seq7207,-0.371,nonDRNA
seq7208,-0.065,nonDRNA
seq7209,0.024,nonDRNA
seq7210,-0.368,nonDRNA
seq7211,0.154,nonDRNA
seq7212,-0.389,nonDRNA
seq7213,0.071,nonDRNA
seq7214,0,nonDRNA
seq7215,-0.981,nonDRNA
seq7216,-0.452,nonDRNA
seq7217,-0.013,nonDRNA
seq7218,0.024,nonDRNA
seq7219,-0.677,nonDRNA
seq7220,-0.505,nonDRNA
seq7221,-0.156,nonDRNA
seq7222,-0.483,nonDRNA
seq7223,0.845,nonDRNA
seq7224,-0.234,nonDRNA
seq7225,-0.36,nonDRNA
seq7226,0.301,nonDRNA
seq7227,-0.257,nonDRNA
seq7228,-0.236,nonDRNA
seq7229,-0.482,nonDRNA
seq7230,-0.511,nonDRNA
seq7231,-0.5,nonDRNA
seq7232,-0.622,nonDRNA
seq7233,-0.432,nonDRNA
seq7234,-0.771,nonDRNA
seq7235,-0.202,nonDRNA
seq7236,-0.061,nonDRNA
seq7237,-0.323,nonDRNA
seq7238,-0.341,nonDRNA
seq7239,-0.387,nonDRNA
seq7240,-0.125,nonDRNA
seq7241,-0.161,nonDRNA
seq7242,-0.14,nonDRNA
seq7243,-0.602,nonDRNA
seq7244,-0.533,nonDRNA
seq7245,-0.245,nonDRNA
seq7246,-0.266,nonDRNA
seq7247,-0.412,nonDRNA
seq7248,-0.447,nonDRNA
seq7249,-0.137,nonDRNA
seq7250,-0.044,nonDRNA
seq7251,-0.589,nonDRNA
seq7252,-0.527,nonDRNA
seq7253,-0.557,nonDRNA
seq7254,-0.643,nonDRNA
seq7255,-0.127,nonDRNA
seq7256,-0.108,nonDRNA
seq7257,0.404,nonDRNA
seq7258,-0.17,nonDRNA
seq7259,-0.059,nonDRNA
seq7260,-0.19,nonDRNA
seq7261,-0.576,nonDRNA
seq7262,-0.083,nonDRNA
seq7263,-0.436,nonDRNA
seq7264,-0.221,nonDRNA
seq7265,-0.54,nonDRNA
seq7266,-0.094,nonDRNA
seq7267,-0.2,nonDRNA
seq7268,-0.212,nonDRNA
seq7269,-0.15,nonDRNA
seq7270,0.019,nonDRNA
seq7271,-0.52,nonDRNA
seq7272,-0.163,nonDRNA
seq7273,-0.359,nonDRNA
seq7274,-0.781,nonDRNA
seq7275,-0.327,nonDRNA
seq7276,-0.064,nonDRNA
seq7277,-0.283,nonDRNA
seq7278,-0.272,nonDRNA
seq7279,-0.226,nonDRNA
seq7280,-0.256,nonDRNA
seq7281,-0.057,nonDRNA
seq7282,-0.27,nonDRNA
seq7283,-0.142,nonDRNA
seq7284,-0.257,nonDRNA
seq7285,-0.326,nonDRNA
seq7286,-0.22,nonDRNA
seq7287,-0.273,nonDRNA
seq7288,-0.261,nonDRNA
seq7289,-0.489,nonDRNA
seq7290,-0.507,nonDRNA
seq7291,-0.122,nonDRNA
seq7292,0.125,nonDRNA
seq7293,-0.092,nonDRNA
seq7294,-0.527,nonDRNA
seq7295,-0.748,nonDRNA
seq7296,-0.265,nonDRNA
seq7297,-0.315,nonDRNA
seq7298,0.805,nonDRNA
seq7299,-0.177,nonDRNA
seq7300,-0.035,nonDRNA
seq7301,0.009,nonDRNA
seq7302,-0.238,nonDRNA
seq7303,-0.614,nonDRNA
seq7304,-0.06,nonDRNA
seq7305,-0.387,nonDRNA
seq7306,-0.396,nonDRNA
seq7307,-0.416,nonDRNA
seq7308,-0.234,nonDRNA
seq7309,0.013,nonDRNA
seq7310,-0.077,nonDRNA
seq7311,-0.224,nonDRNA
seq7312,-0.121,nonDRNA
seq7313,-0.243,nonDRNA
seq7314,-0.099,nonDRNA
seq7315,-0.289,nonDRNA
seq7316,-0.493,nonDRNA
seq7317,-0.4,nonDRNA
seq7318,-0.345,nonDRNA
seq7319,-0.512,nonDRNA
seq7320,-0.703,nonDRNA
seq7321,-0.232,nonDRNA
seq7322,-0.178,nonDRNA
seq7323,-0.254,nonDRNA
seq7324,-0.311,nonDRNA
seq7325,0.039,nonDRNA
seq7326,-0.778,nonDRNA
seq7327,-0.532,nonDRNA
seq7328,-0.045,nonDRNA
seq7329,-0.882,nonDRNA
seq7330,-0.15,nonDRNA
seq7331,-0.119,nonDRNA
seq7332,-0.052,nonDRNA
seq7333,-0.344,nonDRNA
seq7334,-0.092,nonDRNA
seq7335,-0.446,nonDRNA
seq7336,-0.429,nonDRNA
seq7337,-0.357,nonDRNA
seq7338,-0.463,nonDRNA
seq7339,-0.257,nonDRNA
seq7340,-0.078,nonDRNA
seq7341,-0.59,nonDRNA
seq7342,-0.178,nonDRNA
seq7343,0.061,nonDRNA
seq7344,-0.626,nonDRNA
seq7345,-0.395,nonDRNA
seq7346,-0.317,nonDRNA
seq7347,0.358,nonDRNA
seq7348,-0.321,nonDRNA
seq7349,0.38,nonDRNA
seq7350,-0.182,nonDRNA
seq7351,-0.117,nonDRNA
seq7352,-0.483,nonDRNA
seq7353,-0.753,nonDRNA
seq7354,-0.342,nonDRNA
seq7355,-0.371,nonDRNA
seq7356,-0.455,nonDRNA
seq7357,-0.839,nonDRNA
seq7358,-0.843,nonDRNA
seq7359,0.257,nonDRNA
seq7360,-0.065,nonDRNA
seq7361,-0.062,nonDRNA
seq7362,-0.32,nonDRNA
seq7363,0.027,nonDRNA
seq7364,-0.619,nonDRNA
seq7365,-0.609,nonDRNA
seq7366,-0.034,nonDRNA
seq7367,-0.482,nonDRNA
seq7368,-0.459,nonDRNA
seq7369,0.099,nonDRNA
seq7370,-0.309,nonDRNA
seq7371,-0.31,nonDRNA
seq7372,-0.636,nonDRNA
seq7373,-0.185,nonDRNA
seq7374,-0.207,nonDRNA
seq7375,-0.233,nonDRNA
seq7376,0.29,nonDRNA
seq7377,-0.244,nonDRNA
seq7378,0.095,nonDRNA
seq7379,-0.203,nonDRNA
seq7380,0.351,nonDRNA
seq7381,0.107,nonDRNA
seq7382,-0.288,nonDRNA
seq7383,-0.417,nonDRNA
seq7384,-0.218,nonDRNA
seq7385,-0.3,nonDRNA
seq7386,-0.086,nonDRNA
seq7387,-0.31,nonDRNA
seq7388,-0.771,nonDRNA
seq7389,-0.024,nonDRNA
seq7390,-0.2,nonDRNA
seq7391,-0.078,nonDRNA
seq7392,0.892,nonDRNA
seq7393,-0.395,nonDRNA
seq7394,-0.432,nonDRNA
seq7395,-0.789,nonDRNA
seq7396,-0.671,nonDRNA
seq7397,-0.726,nonDRNA
seq7398,0.112,nonDRNA
seq7399,-0.101,nonDRNA
seq7400,-0.761,nonDRNA
seq7401,-0.419,nonDRNA
seq7402,-0.328,nonDRNA
seq7403,-0.588,nonDRNA
seq7404,-0.154,nonDRNA
seq7405,-0.348,nonDRNA
seq7406,-0.211,nonDRNA
seq7407,-0.519,nonDRNA
seq7408,-0.07,nonDRNA
seq7409,0.166,nonDRNA
seq7410,0.21,nonDRNA
seq7411,0.218,nonDRNA
seq7412,-0.132,nonDRNA
seq7413,-0.253,nonDRNA
seq7414,-0.278,nonDRNA
seq7415,-0.541,nonDRNA
seq7416,-0.277,nonDRNA
seq7417,-0.348,nonDRNA
seq7418,-0.372,nonDRNA
seq7419,-0.613,nonDRNA
seq7420,-0.792,nonDRNA
seq7421,0.097,nonDRNA
seq7422,-0.628,nonDRNA
