seq,class,predicted class na�ve,predicted class knn,nondrna na_Ѣve,drna na_Ѣve,rna na_Ѣve,dna na_Ѣve,nondrna knn,drna knn,rna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,,,,
6579,nonDRNA,RNA,nonDRNA,1.05E-05,3.87E-10,0.746476287,0.253513222,0.751437848,0,0.248562152,0,36,0,5,22,24,7,20,2,12,0,10,41,6,7,0,19,14,24,15,15,0,26,9,0,6,0,9,0,6,0
6580,nonDRNA,RNA,nonDRNA,4.39E-07,4.87E-09,0.534232205,0.465767351,1,0,0,0,27,0,3,13,21,16,26,15,9,0,8,68,5,6,0,39,11,36,21,20,0,24,7,0,7,0,7,0,7,0
6581,nonDRNA,RNA,nonDRNA,7.35E-07,1.76E-09,0.722990109,0.277009154,1,0,0,0,29,0,2,3,15,11,15,6,16,0,10,32,5,3,0,13,11,18,10,15,0,21,17,0,2,0,17,0,2,0
6582,nonDRNA,RNA,nonDRNA,7.30E-07,5.80E-10,0.541257028,0.458742241,1,0,0,0,48,0,0,13,12,8,37,8,21,0,25,22,9,18,0,14,14,5,50,24,0,33,4,0,16,0,4,0,16,0
6583,nonDRNA,RNA,nonDRNA,3.03E-06,5.96E-11,0.908294787,0.091702187,0.749550039,0,0,0.250449961,20,0,0,17,16,6,16,4,12,0,9,23,5,3,0,5,9,18,6,18,0,19,2,0,5,0,2,0,5,0
6584,nonDRNA,RNA,nonDRNA,1.94E-07,3.93E-11,0.888117026,0.11188278,1,0,0,0,41,0,7,16,3,13,31,7,11,0,8,12,4,9,0,14,9,16,15,16,0,16,6,0,12,0,6,0,12,0
6585,nonDRNA,DNA,nonDRNA,0.065213749,0.032582718,0.002382066,0.899821467,1,0,0,0,55,0,5,47,40,34,38,3,50,0,27,55,15,57,0,27,31,41,73,57,0,67,9,0,41,0,9,0,41,0
6586,nonDRNA,RNA,nonDRNA,5.99E-07,2.17E-08,0.511665643,0.488333737,0.875238763,0,0,0.124761237,21,0,7,20,42,19,11,29,10,0,29,28,9,10,0,9,14,19,10,17,0,15,6,0,13,0,6,0,13,0
6587,nonDRNA,DRNA,nonDRNA,9.34E-06,0.999990661,2.01E-14,2.05E-13,1,0,0,0,102,0,6,73,40,35,85,18,34,0,20,57,13,52,0,68,49,31,84,70,0,66,36,0,45,0,36,0,45,0
6588,nonDRNA,RNA,nonDRNA,3.67E-07,2.95E-09,0.836510116,0.163489514,1,0,0,0,27,0,8,26,10,19,45,6,16,0,6,16,4,22,0,16,3,14,17,19,0,18,9,0,13,0,9,0,13,0
6589,nonDRNA,RNA,nonDRNA,1.56E-08,1.92E-12,0.995215352,0.004784632,1,0,0,0,14,0,7,12,4,4,7,0,3,0,7,15,6,9,0,5,4,7,8,10,0,10,0,0,5,0,0,0,5,0
6590,nonDRNA,DNA,nonDRNA,7.36E-06,2.56E-08,0.243348445,0.756644165,1,0,0,0,63,0,4,18,38,6,49,20,6,0,1,59,4,1,0,30,21,46,16,31,0,42,9,0,8,0,9,0,8,0
6591,nonDRNA,RNA,nonDRNA,1.13E-07,1.15E-10,0.553606606,0.446393282,1,0,0,0,22,0,1,18,9,5,8,7,10,0,12,16,5,8,0,7,5,8,9,13,0,11,2,0,4,0,2,0,4,0
6592,nonDRNA,DRNA,nonDRNA,1.24E-17,1,7.61E-93,2.93E-74,1,0,0,0,55,0,131,77,64,29,109,32,54,0,59,59,14,99,0,73,47,56,88,66,0,48,20,0,38,0,20,0,38,0
6593,nonDRNA,DNA,nonDRNA,0.001286706,5.98E-06,0.093078952,0.90562836,1,0,0,0,74,0,2,36,21,33,53,15,20,0,21,67,10,29,0,38,24,40,35,35,0,35,8,0,22,0,8,0,22,0
6594,nonDRNA,RNA,nonDRNA,1.52E-07,2.55E-11,0.921534803,0.078465045,1,0,0,0,29,0,7,15,21,7,20,3,12,0,7,19,7,5,0,11,7,22,13,11,0,15,9,0,9,0,9,0,9,0
6595,nonDRNA,RNA,nonDRNA,8.51E-08,5.44E-12,0.964983324,0.035016591,1,0,0,0,25,0,3,18,16,9,21,2,22,0,7,17,10,7,0,9,3,21,10,7,0,17,0,0,4,0,0,0,4,0
6596,nonDRNA,RNA,nonDRNA,2.10E-08,9.92E-12,0.978808673,0.021191306,1,0,0,0,30,0,4,9,11,10,19,8,6,0,7,28,3,3,0,22,12,18,15,8,0,24,3,0,4,0,3,0,4,0
6597,nonDRNA,DNA,nonDRNA,4.94E-04,2.85E-04,0.013218436,0.986001863,1,0,0,0,70,0,8,42,36,22,46,11,30,0,14,65,10,23,0,51,26,66,44,46,0,48,16,0,21,0,16,0,21,0
6598,nonDRNA,DNA,nonDRNA,8.42E-08,1.32E-10,0.141900882,0.858099034,1,0,0,0,24,0,6,19,12,17,28,6,17,0,7,23,1,19,0,13,6,17,21,20,0,20,5,0,10,0,5,0,10,0
6599,nonDRNA,DNA,nonDRNA,2.25E-06,1.06E-09,0.185662627,0.814335123,1,0,0,0,29,0,20,14,2,15,42,0,6,0,7,12,3,12,0,20,20,8,36,24,0,14,7,0,8,0,7,0,8,0
6600,nonDRNA,RNA,nonDRNA,6.25E-07,1.12E-10,0.507799925,0.492199449,1,0,0,0,37,0,6,14,19,18,34,6,16,0,8,49,4,6,0,41,13,30,26,23,0,27,7,0,9,0,7,0,9,0
6601,nonDRNA,DNA,nonDRNA,2.30E-04,4.79E-06,0.358742455,0.64102265,1,0,0,0,85,0,4,39,24,14,74,8,19,0,6,39,8,17,0,24,10,26,33,59,0,43,14,0,16,0,14,0,16,0
6602,nonDRNA,DNA,nonDRNA,4.32E-04,2.73E-06,0.208283144,0.791281995,1,0,0,0,79,0,4,36,20,14,74,11,16,0,4,40,8,17,0,38,11,31,20,64,0,46,15,0,13,0,15,0,13,0
6603,nonDRNA,RNA,nonDRNA,8.65E-08,5.05E-10,0.869170204,0.130829709,1,0,0,0,34,0,4,17,21,14,20,2,13,0,30,34,14,10,0,16,10,11,28,19,0,26,6,0,10,0,6,0,10,0
6604,nonDRNA,RNA,nonDRNA,4.76E-06,1.59E-10,0.867585922,0.132409318,1,0,0,0,16,0,1,13,15,8,20,10,16,0,16,27,1,15,0,7,5,9,25,18,0,16,6,0,7,0,6,0,7,0
6605,nonDRNA,RNA,nonDRNA,5.45E-07,3.28E-10,0.725465787,0.274533668,1,0,0,0,55,0,5,20,17,10,31,1,19,0,23,26,6,12,0,24,20,10,19,24,0,32,8,0,8,0,8,0,8,0
6606,nonDRNA,DNA,nonDRNA,2.40E-07,1.16E-09,0.051947778,0.948051982,1,0,0,0,52,0,1,21,27,19,31,12,15,0,9,35,4,11,0,18,13,36,31,26,0,31,9,0,13,0,9,0,13,0
6607,nonDRNA,DNA,nonDRNA,1.89E-06,3.27E-09,0.387232804,0.612765299,1,0,0,0,66,0,2,36,23,16,32,12,26,0,12,41,9,10,0,21,17,31,14,20,0,36,8,0,9,0,8,0,9,0
6608,nonDRNA,DRNA,nonDRNA,2.50E-45,1,2.24E-111,1.93E-123,0.753199447,0,0.246800553,0,238,0,1,155,58,60,184,2,105,0,148,155,48,123,0,130,72,40,183,283,0,201,16,0,117,0,16,0,117,0
6609,nonDRNA,RNA,nonDRNA,2.25E-07,3.12E-11,0.836347876,0.163651899,0.876441005,0,0,0.123558995,16,0,3,20,25,21,22,7,19,0,22,23,10,10,0,13,7,13,11,15,0,20,3,0,16,0,3,0,16,0
6610,nonDRNA,RNA,nonDRNA,2.67E-06,6.56E-10,0.689883675,0.310113659,1,0,0,0,46,0,6,18,7,17,47,2,11,0,1,19,3,19,0,26,14,16,34,43,0,32,11,0,9,0,11,0,9,0
6611,nonDRNA,RNA,nonDRNA,8.35E-08,1.10E-11,0.972798509,0.027201407,1,0,0,0,7,0,14,7,8,4,13,1,5,0,13,9,4,3,0,7,5,7,2,9,0,7,3,0,10,0,3,0,10,0
6612,nonDRNA,RNA,nonDRNA,1.93E-07,2.46E-11,0.968568491,0.031431316,1,0,0,0,7,0,14,7,7,2,12,2,4,0,19,13,3,6,0,6,1,6,4,6,0,7,2,0,9,0,2,0,9,0
6613,nonDRNA,RNA,nonDRNA,7.77E-08,1.08E-11,0.979930756,0.020069166,1,0,0,0,8,0,14,6,7,1,11,1,4,0,19,14,3,8,0,4,1,6,5,6,0,7,2,0,10,0,2,0,10,0
6614,nonDRNA,RNA,nonDRNA,9.41E-08,1.44E-11,0.971045511,0.028954395,1,0,0,0,4,0,14,12,5,4,16,1,5,0,11,7,4,4,0,4,6,4,6,8,0,10,3,0,10,0,3,0,10,0
6615,nonDRNA,RNA,nonDRNA,2.00E-07,2.80E-11,0.96392317,0.036076629,0.881178925,0,0.118821075,0,7,0,14,6,9,3,9,3,6,0,19,12,3,7,0,3,2,5,5,8,0,5,3,0,8,0,3,0,8,0
6616,nonDRNA,RNA,nonDRNA,8.00E-08,1.75E-11,0.942383719,0.057616201,1,0,0,0,27,0,3,14,26,7,21,4,17,0,20,15,5,10,0,8,10,6,15,16,0,22,2,0,5,0,2,0,5,0
6617,nonDRNA,RNA,nonDRNA,6.85E-08,4.02E-10,0.901560535,0.098439396,1,0,0,0,36,0,4,18,15,12,28,1,20,0,25,22,6,21,0,16,20,11,15,18,0,36,4,0,11,0,4,0,11,0
6618,nonDRNA,RNA,nonDRNA,5.44E-07,1.77E-09,0.851653622,0.148345833,1,0,0,0,49,0,4,13,4,3,45,4,9,0,5,22,8,20,0,16,20,15,30,30,0,21,10,0,7,0,10,0,7,0
6619,nonDRNA,DRNA,nonDRNA,0.025316627,0.973408774,0.001262052,1.25E-05,1,0,0,0,80,0,13,43,22,27,89,12,34,0,39,54,15,48,0,42,31,25,64,83,0,56,24,0,28,0,24,0,28,0
6620,nonDRNA,DNA,nonDRNA,0.008869131,0.006911067,0.001428542,0.982791261,1,0,0,0,51,0,5,71,49,31,47,12,49,0,40,58,13,39,0,42,30,44,58,60,0,54,5,0,32,0,5,0,32,0
6621,nonDRNA,RNA,nonDRNA,2.09E-06,3.74E-11,0.971702317,0.028295593,0.875877921,0,0,0.124122079,8,0,2,9,12,3,7,5,8,0,7,22,3,5,0,4,4,5,13,10,0,9,3,0,2,0,3,0,2,0
6622,nonDRNA,RNA,nonDRNA,1.10E-05,1.26E-09,0.757384552,0.242604496,0.87429165,0,0,0.12570835,8,0,3,22,26,20,14,7,31,0,30,25,8,20,0,13,7,10,18,12,0,9,2,0,16,0,2,0,16,0
6623,nonDRNA,DNA,nonDRNA,6.69E-06,6.78E-07,0.024989233,0.975003403,0.871319089,0,0,0.128680911,30,0,8,36,50,20,43,7,50,0,58,62,9,31,0,20,10,30,31,27,0,47,3,0,28,0,3,0,28,0
6624,nonDRNA,RNA,nonDRNA,1.67E-08,6.68E-12,0.978891921,0.021108063,1,0,0,0,22,0,2,14,25,5,21,5,20,0,13,18,7,4,0,5,11,15,10,17,0,24,2,0,5,0,2,0,5,0
6625,nonDRNA,RNA,nonDRNA,2.41E-07,3.84E-11,0.787368866,0.212630893,1,0,0,0,29,0,0,19,20,5,16,3,25,0,20,37,7,18,0,12,31,14,14,18,0,24,2,0,11,0,2,0,11,0
6626,nonDRNA,RNA,nonDRNA,9.98E-08,1.88E-11,0.931660516,0.068339384,0.875580991,0,0.124419009,0,23,0,2,9,28,7,32,4,7,0,14,35,5,6,0,14,7,24,6,9,0,24,4,0,5,0,4,0,5,0
6627,nonDRNA,RNA,nonDRNA,9.68E-08,4.68E-12,0.965292043,0.03470786,1,0,0,0,19,0,0,10,14,10,22,9,4,0,4,37,2,2,0,25,4,9,5,10,0,14,2,0,5,0,2,0,5,0
6628,nonDRNA,RNA,nonDRNA,1.54E-07,1.36E-11,0.907040951,0.092958895,1,0,0,0,32,0,0,13,19,10,35,4,11,0,21,33,12,4,0,13,5,14,10,9,0,30,1,0,10,0,1,0,10,0
6629,nonDRNA,RNA,nonDRNA,1.66E-05,1.36E-09,0.656788794,0.343194641,1,0,0,0,32,0,4,23,21,10,34,6,26,0,19,35,17,13,0,16,14,19,21,20,0,27,8,0,5,0,8,0,5,0
6630,nonDRNA,RNA,nonDRNA,4.56E-06,1.08E-10,0.890476359,0.109519076,1,0,0,0,33,0,0,16,13,10,22,10,10,0,7,28,4,6,0,14,4,13,11,18,0,25,1,0,0,0,1,0,0,0
6631,nonDRNA,RNA,nonDRNA,9.88E-08,6.70E-10,0.875308,0.124691901,1,0,0,0,22,0,4,24,26,16,25,19,25,0,24,32,7,13,0,7,9,9,8,12,0,18,4,0,4,0,4,0,4,0
6632,nonDRNA,RNA,nonDRNA,6.03E-08,6.79E-12,0.97349295,0.02650699,1,0,0,0,22,0,0,12,8,7,9,7,4,0,7,32,1,5,0,11,11,11,10,11,0,14,2,0,7,0,2,0,7,0
6633,nonDRNA,RNA,nonDRNA,7.15E-07,4.40E-10,0.573881842,0.426117443,1,0,0,0,49,0,1,23,23,17,44,9,14,0,3,48,3,5,0,34,12,28,23,18,0,31,3,0,4,0,3,0,4,0
6634,nonDRNA,RNA,nonDRNA,1.14E-07,5.94E-12,0.911774524,0.088225362,1,0,0,0,23,0,0,15,20,10,25,9,7,0,7,30,6,4,0,16,4,21,8,13,0,22,3,0,9,0,3,0,9,0
6635,nonDRNA,RNA,nonDRNA,1.48E-07,5.74E-11,0.850666459,0.149333392,1,0,0,0,29,0,5,16,33,11,27,6,19,0,29,22,10,8,0,10,3,12,17,11,0,21,2,0,11,0,2,0,11,0
6636,nonDRNA,RNA,nonDRNA,2.82E-07,2.86E-11,0.770858555,0.229141163,1,0,0,0,45,0,3,24,16,14,34,6,13,0,16,36,11,6,0,18,8,20,13,20,0,24,2,0,8,0,2,0,8,0
6637,nonDRNA,RNA,nonDRNA,2.20E-07,7.86E-11,0.789621543,0.210378237,1,0,0,0,44,0,3,20,17,14,35,6,13,0,15,35,12,7,0,18,8,20,15,20,0,25,2,0,8,0,2,0,8,0
6638,nonDRNA,DNA,nonDRNA,4.10E-07,9.99E-10,0.101783866,0.898215723,1,0,0,0,61,0,5,28,23,7,32,6,13,0,5,37,7,4,0,30,9,29,19,22,0,46,4,0,9,0,4,0,9,0
6639,nonDRNA,RNA,nonDRNA,1.03E-07,3.05E-10,0.858218187,0.141781711,0.875348189,0,0.124651811,0,44,0,1,14,22,11,22,13,17,0,20,29,6,8,0,16,14,20,13,16,0,24,8,0,8,0,8,0,8,0
6640,nonDRNA,DNA,nonDRNA,4.14E-05,4.59E-09,0.474605683,0.525352875,1,0,0,0,65,0,5,22,28,12,36,9,11,0,4,36,8,3,0,41,11,30,14,19,0,44,4,0,6,0,4,0,6,0
6641,nonDRNA,DNA,nonDRNA,9.24E-08,9.82E-11,0.206068381,0.793931526,1,0,0,0,26,0,2,23,6,3,20,8,15,0,4,22,6,13,0,17,10,16,11,25,0,23,4,0,8,0,4,0,8,0
6642,nonDRNA,RNA,nonDRNA,7.89E-08,4.42E-12,0.951277959,0.048721962,0.875418254,0,0,0.124581746,15,0,0,19,17,4,9,6,15,0,9,28,7,7,0,8,12,17,13,8,0,20,2,0,7,0,2,0,7,0
6643,nonDRNA,DNA,nonDRNA,3.76E-05,1.82E-06,0.034318238,0.965642364,1,0,0,0,74,0,3,36,25,26,40,14,15,0,17,68,13,29,0,39,25,42,34,34,0,50,8,0,27,0,8,0,27,0
6644,nonDRNA,DNA,nonDRNA,6.95E-07,8.39E-09,0.360601603,0.639397694,1,0,0,0,41,0,10,21,32,6,37,8,8,0,10,35,8,5,0,23,23,35,31,25,0,22,9,0,13,0,9,0,13,0
6645,nonDRNA,RNA,nonDRNA,2.18E-05,1.66E-09,0.506372455,0.493605723,1,0,0,0,39,0,8,18,26,7,30,9,9,0,13,30,6,6,0,18,22,31,22,24,0,23,10,0,15,0,10,0,15,0
6646,nonDRNA,DNA,nonDRNA,1.20E-07,3.34E-10,0.051174611,0.948825269,1,0,0,0,39,0,8,18,25,7,30,9,9,0,11,31,6,6,0,18,22,30,23,26,0,23,10,0,15,0,10,0,15,0
6647,nonDRNA,RNA,nonDRNA,6.88E-07,4.06E-10,0.651003038,0.348996274,1,0,0,0,39,0,7,19,27,6,30,10,11,0,11,30,5,5,0,18,21,29,23,23,0,25,11,0,16,0,11,0,16,0
6648,nonDRNA,DNA,nonDRNA,0.001807583,0.077655511,0.00504706,0.915489845,1,0,0,0,71,0,1,45,45,44,63,22,29,0,35,56,7,32,0,35,35,38,42,39,0,53,10,0,17,0,10,0,17,0
6649,nonDRNA,DNA,nonDRNA,8.25E-06,5.71E-06,0.133336668,0.866649367,1,0,0,0,45,0,5,38,30,28,47,9,27,0,34,46,11,27,0,27,15,23,25,45,0,32,9,0,17,0,9,0,17,0
6650,nonDRNA,DRNA,nonDRNA,5.62E-05,0.999943786,7.76E-10,3.75E-11,1,0,0,0,61,0,4,65,97,24,46,31,55,0,115,55,36,42,0,40,53,49,84,47,0,60,3,0,47,0,3,0,47,0
6651,nonDRNA,RNA,nonDRNA,2.20E-05,3.09E-09,0.532397172,0.467580819,1,0,0,0,20,0,9,24,18,19,30,16,26,0,35,23,8,11,0,15,6,6,20,13,0,32,1,0,16,0,1,0,16,0
6652,nonDRNA,RNA,nonDRNA,7.39E-08,1.16E-10,0.92330543,0.076694496,1,0,0,0,53,0,1,13,12,7,36,5,17,0,6,26,5,10,0,27,16,23,17,18,0,23,3,0,10,0,3,0,10,0
6653,nonDRNA,RNA,nonDRNA,1.81E-05,1.03E-09,0.675338099,0.324643766,1,0,0,0,32,0,6,19,28,6,23,10,10,0,9,29,4,4,0,18,17,29,18,27,0,24,11,0,13,0,11,0,13,0
6654,nonDRNA,RNA,nonDRNA,7.77E-07,1.16E-10,0.652422865,0.347576358,1,0,0,0,36,0,6,21,25,6,27,10,10,0,10,27,5,6,0,18,18,31,24,31,0,25,11,0,15,0,11,0,15,0
6655,nonDRNA,RNA,nonDRNA,2.30E-05,1.55E-09,0.598191892,0.401785127,1,0,0,0,37,0,5,20,25,6,28,9,11,0,9,28,6,5,0,18,20,30,27,29,0,23,11,0,15,0,11,0,15,0
6656,nonDRNA,RNA,nonDRNA,2.29E-05,1.49E-09,0.607418464,0.392558672,1,0,0,0,39,0,5,20,25,6,28,9,12,0,9,28,6,5,0,18,19,30,25,27,0,25,11,0,15,0,11,0,15,0
6657,nonDRNA,RNA,nonDRNA,2.27E-05,1.53E-09,0.612871767,0.387105579,1,0,0,0,37,0,5,20,24,7,27,9,13,0,9,28,5,6,0,18,20,30,24,29,0,25,11,0,15,0,11,0,15,0
6658,nonDRNA,RNA,nonDRNA,7.18E-07,4.44E-10,0.724929109,0.275070172,1,0,0,0,37,0,5,19,25,7,27,10,11,0,9,27,5,7,0,18,20,29,23,31,0,25,12,0,15,0,12,0,15,0
6659,nonDRNA,RNA,nonDRNA,2.25E-05,1.53E-09,0.611048748,0.388928716,1,0,0,0,36,0,5,20,24,7,28,9,12,0,9,28,5,6,0,18,20,30,25,29,0,25,11,0,15,0,11,0,15,0
6660,nonDRNA,RNA,nonDRNA,7.02E-07,1.04E-10,0.661508101,0.338491197,1,0,0,0,36,0,5,20,24,7,28,9,12,0,9,27,5,6,0,18,20,31,25,29,0,25,11,0,15,0,11,0,15,0
6661,nonDRNA,DNA,nonDRNA,2.08E-05,1.11E-05,0.018716982,0.981251121,0.872455798,0,0.127544202,0,38,0,11,28,24,21,37,4,33,0,15,49,13,49,0,20,24,32,48,42,0,47,9,0,19,0,9,0,19,0
6662,nonDRNA,RNA,nonDRNA,1.82E-07,2.94E-10,0.741595224,0.258404595,0.874454427,0,0,0.125545573,4,0,2,13,11,7,9,3,20,0,20,15,2,20,0,3,3,5,3,7,0,8,3,0,6,0,3,0,6,0
6663,nonDRNA,DNA,nonDRNA,1.30E-05,1.74E-07,0.049085193,0.950901679,0.873452004,0,0.126547996,0,35,0,10,31,24,20,38,6,30,0,16,51,14,43,0,19,28,32,42,47,0,50,10,0,18,0,10,0,18,0
6664,nonDRNA,RNA,nonDRNA,1.25E-07,3.83E-11,0.918954941,0.081044935,0.748947164,0,0.126243366,0.12480947,23,0,3,12,25,6,17,5,31,0,19,23,4,16,0,13,7,14,15,6,0,28,2,0,13,0,2,0,13,0
6665,nonDRNA,RNA,nonDRNA,3.37E-07,6.38E-11,0.741714074,0.258285589,1,0,0,0,13,0,4,20,21,16,20,6,24,0,22,28,12,19,0,13,17,13,16,15,0,30,6,0,15,0,6,0,15,0
6666,nonDRNA,RNA,nonDRNA,1.79E-07,1.18E-11,0.874964598,0.125035223,1,0,0,0,40,0,3,19,10,9,24,6,21,0,7,28,6,12,0,14,13,14,18,22,0,17,4,0,3,0,4,0,3,0
6667,nonDRNA,RNA,nonDRNA,1.04E-07,4.25E-10,0.853932454,0.146067442,1,0,0,0,33,0,6,21,17,11,37,9,22,0,9,32,10,7,0,18,13,21,18,23,0,31,5,0,4,0,5,0,4,0
6668,nonDRNA,RNA,nonDRNA,1.32E-06,5.50E-09,0.535215117,0.464783557,0.750723559,0,0.123322019,0.125954422,36,0,3,12,22,10,25,4,13,0,6,42,3,4,0,22,24,23,16,18,0,15,18,0,6,0,18,0,6,0
6669,nonDRNA,RNA,nonDRNA,2.57E-07,4.76E-10,0.85593134,0.144068403,1,0,0,0,52,0,0,15,28,11,40,8,3,0,11,45,6,4,0,26,5,30,10,9,0,28,7,0,6,0,7,0,6,0
6670,nonDRNA,DNA,nonDRNA,1.45E-04,1.27E-07,0.213967044,0.785888115,0.875357304,0,0.124642696,0,62,0,2,22,51,25,40,14,19,0,24,54,7,12,0,31,7,43,16,25,0,42,6,0,13,0,6,0,13,0
6671,nonDRNA,DNA,nonDRNA,1.89E-04,1.10E-05,0.016653581,0.98314624,0.875166195,0,0,0.124833805,50,0,12,39,54,26,55,11,42,0,50,55,22,27,0,37,16,32,24,31,0,29,12,0,29,0,12,0,29,0
6672,nonDRNA,DNA,nonDRNA,1.89E-04,9.78E-08,0.208280326,0.79153018,1,0,0,0,62,0,6,37,34,17,53,12,10,0,5,63,11,5,0,34,10,44,12,30,0,38,6,0,14,0,6,0,14,0
6673,nonDRNA,RNA,nonDRNA,1.61E-07,9.15E-12,0.929173848,0.070825991,0.875673769,0,0.124326231,0,52,0,1,14,14,9,18,2,13,0,6,23,7,5,0,17,11,17,15,9,0,15,3,0,2,0,3,0,2,0
6674,nonDRNA,RNA,nonDRNA,1.99E-08,1.96E-12,0.990758268,0.009241712,0.748620166,0,0.124357878,0.127021957,13,0,2,15,12,6,10,4,8,0,1,16,3,0,0,13,6,21,7,10,0,10,6,0,5,0,6,0,5,0
6675,nonDRNA,RNA,nonDRNA,3.14E-06,6.70E-11,0.926660532,0.07333633,1,0,0,0,30,0,0,13,11,4,9,7,14,0,6,20,3,10,0,9,15,13,8,9,0,19,2,0,4,0,2,0,4,0
6676,nonDRNA,DNA,nonDRNA,2.58E-04,8.64E-07,0.13179057,0.867950434,0.623227087,0,0.376772913,0,45,0,0,29,63,22,40,6,40,0,58,61,16,9,0,20,19,32,15,23,0,41,4,0,18,0,4,0,18,0
6677,nonDRNA,RNA,nonDRNA,1.41E-07,9.80E-12,0.97255743,0.027442429,1,0,0,0,15,0,3,10,7,7,13,6,8,0,5,19,5,4,0,8,15,15,18,8,0,19,12,0,8,0,12,0,8,0
6678,nonDRNA,DNA,nonDRNA,7.52E-07,4.31E-09,0.279134215,0.720865029,0.87584506,0,0,0.12415494,22,0,5,17,15,13,22,7,12,0,13,33,10,8,0,15,26,18,28,14,0,29,17,0,12,0,17,0,12,0
6679,nonDRNA,DRNA,nonDRNA,1.34E-04,0.999865949,3.26E-09,1.98E-10,1,0,0,0,62,0,14,47,91,56,47,33,58,0,77,116,25,48,0,59,43,46,51,43,0,48,10,0,45,0,10,0,45,0
6680,nonDRNA,DNA,nonDRNA,0.032221547,0.030021231,0.222138102,0.715619121,1,0,0,0,80,0,6,40,17,19,77,10,36,0,25,51,8,49,0,40,31,29,67,54,0,64,15,0,26,0,15,0,26,0
6681,nonDRNA,DRNA,nonDRNA,3.11E-51,1,4.93E-284,3.02E-241,0.875674407,0,0.124325593,0,215,0,12,282,201,131,212,54,218,0,82,303,45,202,0,191,96,173,210,262,0,334,15,0,116,0,15,0,116,0
6682,nonDRNA,DNA,nonDRNA,5.06E-05,1.27E-08,0.427703972,0.572245464,1,0,0,0,29,0,0,47,56,20,19,5,17,0,25,40,9,14,0,19,7,8,16,14,0,31,5,0,14,0,5,0,14,0
6683,nonDRNA,DNA,nonDRNA,1.04E-07,1.03E-10,0.256003353,0.743996542,1,0,0,0,36,0,2,18,14,8,16,13,5,0,2,21,3,2,0,17,6,24,11,10,0,16,3,0,9,0,3,0,9,0
6684,nonDRNA,RNA,nonDRNA,4.00E-08,1.41E-10,0.926330898,0.073669062,1,0,0,0,12,0,8,17,18,11,10,8,14,0,30,24,6,21,0,8,8,15,30,12,0,11,3,0,8,0,3,0,8,0
6685,nonDRNA,RNA,nonDRNA,2.90E-04,2.06E-07,0.58290083,0.416809006,1,0,0,0,31,0,2,34,33,23,43,12,23,0,30,35,4,14,0,22,15,21,25,28,0,26,16,0,25,0,16,0,25,0
6686,nonDRNA,RNA,nonDRNA,4.33E-06,1.41E-10,0.815090831,0.184904839,1,0,0,0,23,0,4,11,16,12,23,2,13,0,15,34,9,10,0,9,14,20,19,11,0,16,3,0,10,0,3,0,10,0
6687,nonDRNA,DRNA,nonDRNA,0.016918549,0.5580976,0.002089598,0.422894253,0.750261324,0,0.249738676,0,103,0,17,25,40,18,77,16,9,0,31,60,16,21,0,96,51,41,84,30,0,42,6,0,13,0,6,0,13,0
6688,nonDRNA,DNA,nonDRNA,5.28E-06,4.16E-08,0.005877702,0.994116976,1,0,0,0,40,0,13,29,42,23,34,16,31,0,40,71,10,22,0,38,13,46,43,28,0,37,4,0,23,0,4,0,23,0
6689,nonDRNA,DNA,nonDRNA,6.68E-05,2.80E-08,0.234329314,0.765603875,1,0,0,0,47,0,7,31,27,22,47,9,36,0,33,42,11,21,0,21,14,21,30,19,0,28,8,0,15,0,8,0,15,0
6690,nonDRNA,DNA,nonDRNA,9.19E-08,1.02E-10,0.231936383,0.768063525,0.872614698,0,0.127385302,0,18,0,6,18,16,4,11,12,9,0,12,20,4,6,0,21,7,17,12,11,0,26,6,0,7,0,6,0,7,0
6691,nonDRNA,DNA,nonDRNA,1.23E-04,6.07E-05,0.0087402,0.991075827,0.748884812,0,0,0.251115188,57,0,7,43,51,26,34,22,49,0,29,65,17,34,0,25,35,46,44,33,0,35,14,0,17,0,14,0,17,0
6692,nonDRNA,RNA,nonDRNA,2.92E-06,8.50E-11,0.931647186,0.06834989,0.875600029,0,0.124399971,0,13,0,0,16,14,2,11,0,6,0,27,22,7,13,0,12,7,10,10,12,0,13,4,0,4,0,4,0,4,0
6693,nonDRNA,DNA,nonDRNA,2.05E-04,4.56E-05,9.29E-04,0.998820823,0.750526768,0,0.124399373,0.125073859,41,0,6,48,62,20,31,19,34,0,54,76,10,39,0,42,35,43,50,33,0,37,8,0,36,0,8,0,36,0
6694,nonDRNA,DNA,nonDRNA,0.00363507,3.77E-04,0.006128922,0.989858818,0.630237823,0,0.24650544,0.123256737,38,0,6,42,67,19,32,15,38,0,55,76,11,38,0,38,37,42,51,37,0,37,8,0,37,0,8,0,37,0
6695,nonDRNA,DNA,nonDRNA,2.93E-07,3.79E-09,0.029128335,0.970871368,1,0,0,0,48,0,4,31,35,23,37,16,27,0,25,32,17,19,0,27,9,23,25,21,0,31,2,0,17,0,2,0,17,0
6696,nonDRNA,RNA,nonDRNA,8.96E-06,5.63E-10,0.659300444,0.340690597,1,0,0,0,31,0,3,14,23,8,15,7,18,0,20,62,6,6,0,16,18,25,23,12,0,30,2,0,10,0,2,0,10,0
