seq,class,predicted class na夫e,predicted class knn,nondrna na夫e,rna na夫e,drna na夫e,dna na夫e,nondrna knn,rna knn,drna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
6859,nonDRNA,RNA,nonDRNA,6.31E-08,0.976370386,1.74E-11,0.02362955,1,0,0,0,54,0,0,12,13,4,31,5,9,0,2,19,4,7,0,6,2,18,14,13,0,28,6,0,4,0
6860,nonDRNA,RNA,nonDRNA,3.55E-08,0.956683767,3.99E-11,0.043316198,0.800661166,0.199338834,0,0,30,0,3,20,14,7,31,11,21,0,12,18,9,8,0,15,5,14,11,18,0,28,3,0,4,0
6861,nonDRNA,RNA,nonDRNA,3.30E-08,0.947634074,3.42E-11,0.052365893,0.797870743,0.202129257,0,0,14,0,10,10,21,9,13,6,14,0,19,19,8,8,0,10,13,12,11,15,0,13,4,0,7,0
6862,nonDRNA,RNA,nonDRNA,1.88E-08,0.986487794,7.65E-12,0.013512187,1,0,0,0,13,0,0,10,14,11,18,7,10,0,15,19,1,14,0,7,5,5,9,11,0,10,5,0,7,0
6863,nonDRNA,RNA,nonDRNA,1.64E-08,0.980793448,1.16E-11,0.019206536,0.80087895,0.19912105,0,0,23,0,3,15,17,9,5,11,14,0,17,21,4,10,0,8,7,7,18,9,0,10,2,0,8,0
6864,nonDRNA,RNA,nonDRNA,1.23E-08,0.997945371,5.00E-13,0.002054617,1,0,0,0,7,0,2,3,11,1,6,5,10,0,7,8,6,3,0,2,9,9,4,3,0,8,0,0,1,0
6865,nonDRNA,RNA,nonDRNA,7.13E-08,0.904875735,2.37E-10,0.095124193,0.800999226,0,0,0.199000774,44,0,0,19,18,17,20,5,14,0,23,19,15,7,0,20,14,17,20,20,0,24,3,0,9,0
6866,nonDRNA,RNA,nonDRNA,1.89E-08,0.998780861,4.46E-13,0.00121912,0.80300128,0.19699872,0,0,5,0,0,1,0,5,4,0,7,0,1,10,1,3,0,2,1,0,10,3,0,7,2,0,0,0
6867,nonDRNA,RNA,nonDRNA,1.80E-08,0.989749079,5.93E-12,0.010250903,1,0,0,0,11,0,2,7,20,16,19,10,7,0,6,10,2,3,0,16,6,12,5,13,0,13,1,0,7,0
6868,nonDRNA,RNA,nonDRNA,1.81E-07,0.749466526,2.22E-09,0.250533291,1,0,0,0,45,0,1,24,28,14,26,9,29,0,19,36,10,15,0,13,15,13,21,24,0,21,2,0,18,0
6869.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,96.00,0.00,9.00,64.00,91.00,43.00,63.00,28.00,44.00,0.00,70.00,103.00,28.00,36.00,0.00,56.00,55.00,44.00,59.00,52.00,0.00,61.00,12.00,0.00,35.00,0.00
6870,nonDRNA,RNA,nonDRNA,3.17E-08,0.958015853,4.17E-11,0.041984116,1,0,0,0,30,0,4,19,17,11,31,4,16,0,14,25,11,6,0,20,15,15,5,14,0,24,1,0,7,0
6871,nonDRNA,RNA,nonDRNA,6.47E-08,0.914647601,3.12E-10,0.085352334,1,0,0,0,35,0,3,25,15,11,30,6,20,0,27,20,8,18,0,9,5,12,15,27,0,34,3,0,8,0
6872,nonDRNA,RNA,nonDRNA,1.84E-08,0.998700726,3.68E-13,0.001299256,1,0,0,0,6,0,0,2,0,5,4,0,5,0,1,11,2,1,0,2,3,1,4,1,0,11,2,0,1,0
6873,nonDRNA,RNA,nonDRNA,7.41E-08,0.937279186,5.90E-11,0.06272074,0.800632269,0,0,0.199367731,49,0,0,21,12,9,27,6,10,0,3,37,7,7,0,21,9,25,9,18,0,31,1,0,7,0
6874,nonDRNA,DNA,nonDRNA,4.38E-07,0.355876248,2.44E-08,0.64412329,1,0,0,0,33,0,9,24,26,19,26,13,28,0,22,37,10,18,0,20,19,19,26,20,0,28,8,0,13,0
6875,nonDRNA,RNA,nonDRNA,1.38E-08,0.990311665,2.81E-12,0.009688321,1,0,0,0,19,0,3,11,8,7,13,9,7,0,5,15,4,5,0,4,7,12,8,10,0,14,4,0,6,0
6876,nonDRNA,RNA,nonDRNA,7.76E-08,0.888155337,2.08E-10,0.111844586,1,0,0,0,25,0,4,28,16,13,26,8,6,0,4,30,4,7,0,18,9,31,23,21,0,31,4,0,11,0
6877,nonDRNA,RNA,nonDRNA,1.14E-08,0.99174575,1.55E-12,0.008254239,0.797896907,0,0,0.202103093,17,0,2,14,19,3,17,3,11,0,16,16,5,2,0,10,5,8,12,11,0,13,3,0,3,0
6878,nonDRNA,RNA,nonDRNA,2.30E-08,0.967782993,1.76E-11,0.032216984,1,0,0,0,34,0,4,17,16,7,24,6,18,0,7,25,6,11,0,13,12,17,13,11,0,21,3,0,4,0
6879,nonDRNA,RNA,nonDRNA,7.04E-08,0.881101709,3.99E-10,0.11889822,1,0,0,0,25,0,4,19,23,11,22,6,26,0,20,29,10,15,0,15,7,9,20,27,0,26,3,0,16,0
6880,nonDRNA,DNA,nonDRNA,1.63E-05,0.070956756,4.60E-06,0.92902237,1,0,0,0,40,0,12,20,17,23,48,7,25,0,20,38,8,34,0,26,25,10,31,32,0,21,13,0,26,0
6881,nonDRNA,RNA,nonDRNA,3.64E-08,0.955687156,2.69E-11,0.044312808,1,0,0,0,48,0,0,15,20,9,22,5,22,0,11,22,7,6,0,11,11,21,14,12,0,25,2,0,7,0
6882.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,0.592318241,0,0,0.407681759,643.00,0.00,13.00,320.00,305.00,145.00,407.00,103.00,113.00,0.00,36.00,574.00,65.00,72.00,0.00,373.00,121.00,400.00,205.00,273.00,0.00,416.00,52.00,0.00,92.00,0.00
6883,nonDRNA,RNA,nonDRNA,1.09E-08,0.989873242,2.08E-12,0.010126747,1,0,0,0,17,0,2,10,17,5,10,5,13,0,13,18,6,4,0,8,8,10,15,8,0,11,3,0,6,0
6884,nonDRNA,RNA,nonDRNA,2.32E-08,0.980835605,7.20E-12,0.019164372,1,0,0,0,32,0,2,15,12,5,17,5,22,0,9,16,7,6,0,4,9,8,8,17,0,12,5,0,4,0
6885.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,129.00,0.00,3.00,67.00,44.00,49.00,92.00,13.00,68.00,0.00,41.00,115.00,31.00,50.00,0.00,58.00,26.00,57.00,89.00,78.00,0.00,78.00,26.00,0.00,27.00,0.00
6886,nonDRNA,RNA,nonDRNA,1.12E-06,0.534461905,1.06E-07,0.465536871,1,0,0,0,41,0,3,27,30,20,47,16,29,0,24,28,10,17,0,12,11,17,19,35,0,43,2,0,19,0
6887,nonDRNA,RNA,nonDRNA,1.46E-08,0.991196894,2.90E-12,0.008803091,1,0,0,0,6,0,0,9,15,9,9,1,7,0,15,14,9,11,0,8,5,9,8,6,0,6,3,0,10,0
6888,nonDRNA,RNA,nonDRNA,5.88E-08,0.909293494,2.73E-10,0.090706447,1,0,0,0,32,0,6,15,22,15,35,12,24,0,16,33,6,11,0,13,3,15,15,12,0,25,3,0,8,0
6889,nonDRNA,RNA,nonDRNA,2.91E-08,0.980812104,5.77E-12,0.019187867,0.795900524,0,0,0.204099476,25,0,0,8,11,8,19,10,3,0,2,22,3,4,0,10,9,12,8,16,0,9,6,0,7,0
6890,nonDRNA,RNA,nonDRNA,7.89E-08,0.872757283,2.35E-10,0.127242638,1,0,0,0,45,0,0,17,25,16,18,6,11,0,12,34,9,11,0,16,23,9,19,24,0,24,3,0,9,0
6891,nonDRNA,RNA,nonDRNA,4.10E-08,0.95499592,7.10E-11,0.045004039,1,0,0,0,17,0,5,14,25,16,16,3,11,0,21,20,5,11,0,14,11,14,13,9,0,17,8,0,7,0
6892,nonDRNA,RNA,nonDRNA,4.20E-07,0.61284536,1.94E-08,0.3871542,1,0,0,0,40,0,6,20,25,11,45,8,27,0,42,42,15,13,0,20,9,16,34,22,0,31,2,0,12,0
6893,nonDRNA,RNA,nonDRNA,2.67E-08,0.956234054,1.90E-11,0.043765919,1,0,0,0,17,0,0,14,18,9,17,8,14,0,9,32,5,14,0,10,9,16,9,20,0,17,5,0,10,0
6894,nonDRNA,RNA,nonDRNA,3.08E-08,0.976048314,7.35E-12,0.023951655,1,0,0,0,30,0,2,12,15,6,11,6,2,0,2,29,5,4,0,19,11,25,8,7,0,13,6,0,7,0
6895,nonDRNA,RNA,nonDRNA,1.50E-08,0.995464325,1.37E-12,0.00453566,1,0,0,0,8,0,0,7,7,4,23,3,16,0,7,8,1,5,0,8,4,2,13,9,0,11,2,0,7,0
6896,nonDRNA,DNA,nonDRNA,0.017446682,0.014855259,0.226830374,0.740867684,1,0,0,0,45,0,6,11,9,38,26,14,54,0,21,104,27,34,0,32,20,8,48,63,0,15,12,0,16,0
6897,nonDRNA,RNA,nonDRNA,2.64E-07,0.719113253,5.70E-09,0.280886478,1,0,0,0,22,0,2,26,27,21,28,6,23,0,27,40,13,33,0,17,19,14,17,22,0,20,5,0,6,0
6898,nonDRNA,DNA,nonDRNA,6.10E-07,0.363473155,3.27E-08,0.636526203,0.795088923,0,0,0.204911077,38,0,5,29,31,16,28,16,26,0,15,34,13,13,0,19,19,26,27,31,0,24,8,0,12,0
6899,nonDRNA,RNA,nonDRNA,1.29E-07,0.937279934,2.46E-10,0.062719937,1,0,0,0,15,0,0,10,9,23,18,8,12,0,18,31,14,5,0,9,6,10,14,18,0,17,9,0,10,0
6900,nonDRNA,RNA,nonDRNA,2.72E-07,0.805217225,2.09E-09,0.194782501,1,0,0,0,17,0,6,13,8,12,37,3,15,0,9,27,5,25,0,14,12,10,41,35,0,34,6,0,14,0
6901,nonDRNA,RNA,nonDRNA,2.76E-08,0.967446908,2.23E-11,0.032553065,1,0,0,0,31,0,2,11,18,6,27,8,24,0,10,28,5,9,0,18,15,10,15,13,0,21,0,0,7,0
6902,nonDRNA,RNA,nonDRNA,1.16E-08,0.996921441,9.50E-13,0.003078547,0.803757865,0,0,0.196242135,9,0,2,3,9,6,4,6,7,0,8,6,4,5,0,7,0,5,13,8,0,7,2,0,3,0
6903,nonDRNA,RNA,nonDRNA,1.07E-08,0.993743632,1.56E-12,0.006256358,1,0,0,0,7,0,0,8,18,5,14,5,14,0,15,13,3,8,0,5,5,8,12,10,0,14,1,0,5,0
6904,nonDRNA,RNA,nonDRNA,1.36E-08,0.99673662,5.57E-13,0.003263366,1,0,0,0,6,0,0,8,8,2,16,1,5,0,7,9,3,2,0,7,3,5,6,6,0,12,3,0,8,0
6905,nonDRNA,RNA,nonDRNA,3.56E-07,0.544724037,1.23E-08,0.455275595,1,0,0,0,33,0,3,23,21,19,26,14,29,0,15,33,12,19,0,27,23,16,18,26,0,21,7,0,14,0
6906,nonDRNA,RNA,nonDRNA,3.66E-08,0.99148587,5.50E-12,0.008514093,1,0,0,0,53,0,2,13,9,4,26,5,5,0,6,21,5,0,0,7,2,11,12,11,0,30,0,0,1,0
6907,nonDRNA,DNA,nonDRNA,1.59E-05,8.89E-04,1.44E-04,0.99895093,1,0,0,0,37,0,15,36,38,16,46,23,38,0,39,62,18,19,0,31,40,37,43,27,0,31,10,0,18,0
6908,nonDRNA,DNA,nonDRNA,1.21E-04,0.005871907,0.001637056,0.992370418,1,0,0,0,68,0,2,34,35,28,58,17,36,0,43,63,11,31,0,38,23,22,57,37,0,42,9,0,26,0
6909,nonDRNA,RNA,nonDRNA,3.87E-08,0.96318662,1.85E-11,0.036813341,1,0,0,0,33,0,7,13,16,5,18,2,6,0,8,47,4,4,0,18,12,25,10,10,0,15,4,0,5,0
6910,nonDRNA,RNA,nonDRNA,2.19E-08,0.974298995,1.77E-11,0.025700983,0.596994649,0.403005351,0,0,23,0,3,16,10,10,28,2,16,0,14,14,7,11,0,5,10,12,15,19,0,23,5,0,3,0
6911,nonDRNA,RNA,nonDRNA,2.19E-08,0.999105401,4.19E-13,8.95E-04,1,0,0,0,1,0,0,0,2,4,1,0,1,0,0,7,1,6,0,1,2,1,3,2,0,3,1,0,2,0
6912,nonDRNA,DNA,nonDRNA,2.87E-04,0.001384454,0.020482724,0.977846287,1,0,0,0,48,0,4,25,91,23,51,12,17,0,37,93,7,13,0,34,9,72,24,27,0,56,5,0,22,0
6913,nonDRNA,RNA,nonDRNA,2.90E-08,0.952393578,2.57E-11,0.047606393,0.798619706,0,0,0.201380294,25,0,2,9,23,6,15,6,27,0,16,31,7,5,0,6,14,17,22,11,0,18,5,0,9,0
6914,nonDRNA,RNA,nonDRNA,3.48E-08,0.964841464,1.97E-11,0.035158501,1,0,0,0,31,0,3,15,15,9,19,13,13,0,6,25,9,1,0,11,5,11,13,26,0,18,3,0,3,0
6915,nonDRNA,RNA,nonDRNA,3.56E-08,0.966026741,3.24E-11,0.033973223,0.802508194,0,0,0.197491806,19,0,8,10,6,12,29,3,7,0,1,28,4,13,0,16,14,24,20,15,0,18,2,0,2,0
6916,nonDRNA,RNA,nonDRNA,1.13E-08,0.997560482,8.35E-13,0.002439507,1,0,0,0,18,0,2,7,9,3,6,5,4,0,14,10,2,6,0,3,1,3,10,4,0,6,1,0,3,0
6917,nonDRNA,RNA,nonDRNA,2.49E-06,0.506531634,9.62E-08,0.493465778,1,0,0,0,56,0,4,37,28,8,36,9,22,0,17,42,15,10,0,22,10,37,23,29,0,58,3,0,6,0
6918,nonDRNA,RNA,nonDRNA,2.51E-08,0.978856881,1.04E-11,0.021143094,1,0,0,0,19,0,4,19,26,8,10,7,7,0,2,20,3,5,0,15,1,16,13,15,0,32,3,0,9,0
6919,nonDRNA,DNA,nonDRNA,2.01E-06,0.215184806,3.16E-07,0.784812864,1,0,0,0,43,0,6,31,40,17,31,10,32,0,29,36,14,18,0,22,11,29,27,22,0,26,11,0,15,0
6920,nonDRNA,nonDRNA,nonDRNA,1,0,0,0,1,0,0,0,75,0,4,59,65,34,63,33,45,0,43,61,16,42,0,40,21,33,41,48,0,49,19,1,33,0
6921.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,0.791633188,0,0,0.208366812,40.00,0.00,19.00,50.00,57.00,40.00,47.00,29.00,46.00,0.00,50.00,75.00,23.00,51.00,0.00,60.00,55.00,56.00,71.00,51.00,0.00,62.00,9.00,0.00,35.00,0.00
6922,nonDRNA,RNA,nonDRNA,2.33E-07,0.913447277,6.71E-10,0.086552489,1,0,0,0,16,0,0,8,8,28,31,5,24,0,3,32,12,9,0,19,12,18,15,8,0,22,8,0,13,0
6923,nonDRNA,DNA,nonDRNA,1.23E-06,0.340633424,2.65E-07,0.659365083,1,0,0,0,35,0,9,22,57,19,44,7,22,0,53,32,14,18,0,13,13,18,22,18,0,22,3,0,16,0
6924.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,80.00,0.00,15.00,61.00,118.00,39.00,61.00,27.00,41.00,0.00,74.00,94.00,13.00,17.00,0.00,65.00,49.00,54.00,105.00,87.00,0.00,54.00,6.00,0.00,27.00,0.00
6925,nonDRNA,DNA,nonDRNA,4.56E-05,0.138534724,6.21E-06,0.861413492,0.796625116,0,0,0.203374884,60,0,2,40,23,9,53,13,16,0,18,41,6,4,0,40,11,36,21,32,0,39,13,0,29,0
6926,nonDRNA,RNA,nonDRNA,7.04E-08,0.963828585,6.76E-11,0.036171344,0.799737505,0,0,0.200262495,49,0,6,16,11,5,36,10,18,0,6,38,2,4,0,11,15,13,10,21,0,16,1,0,3,0
6927,nonDRNA,RNA,nonDRNA,1.18E-08,0.995072557,1.11E-12,0.004927431,1,0,0,0,16,0,1,11,3,6,10,5,5,0,15,15,6,1,0,7,1,4,13,8,0,12,2,0,3,0
6928,nonDRNA,RNA,nonDRNA,5.49E-07,0.717045174,1.35E-08,0.282954263,1,0,0,0,53,0,4,25,27,7,41,8,32,0,21,36,16,16,0,25,13,23,18,25,0,36,1,0,11,0
6929,nonDRNA,RNA,nonDRNA,3.66E-08,0.955575197,5.89E-11,0.044424766,1,0,0,0,9,0,9,15,22,14,13,6,22,0,15,18,7,14,0,10,6,8,15,9,0,12,3,0,8,0
6930,nonDRNA,DNA,nonDRNA,0.006018982,0.041088038,0.011193979,0.941699001,1,0,0,0,67,0,1,17,31,37,61,8,50,0,14,62,16,22,0,18,15,25,41,37,0,46,18,0,9,0
6931,nonDRNA,RNA,nonDRNA,6.33E-08,0.967654455,9.89E-11,0.032345481,1,0,0,0,45,0,6,15,14,12,40,4,9,0,11,30,15,8,0,12,8,14,9,14,0,17,1,0,2,0
6932,nonDRNA,RNA,nonDRNA,3.21E-08,0.944352876,9.36E-11,0.055647092,1,0,0,0,16,0,5,20,16,12,12,10,20,0,19,36,6,17,0,11,10,11,16,15,0,15,1,0,12,0
6933.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,92.00,0.00,35.00,85.00,87.00,51.00,87.00,48.00,74.00,0.00,80.00,168.00,29.00,71.00,0.00,65.00,57.00,77.00,106.00,66.00,0.00,100.00,14.00,0.00,38.00,0.00
6934.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,36.00,0.00,9.00,81.00,72.00,65.00,52.00,12.00,124.00,0.00,95.00,109.00,19.00,126.00,0.00,47.00,43.00,39.00,115.00,73.00,0.00,74.00,17.00,0.00,68.00,0.00
6935.00,nonDRNA,DRNA,nonDRNA,0.01,0.00,0.59,0.40,0.794758654,0.205241346,0,0,77.00,0.00,0.00,29.00,27.00,29.00,74.00,7.00,58.00,0.00,30.00,88.00,13.00,29.00,0.00,32.00,29.00,42.00,52.00,57.00,0.00,67.00,11.00,0.00,17.00,0.00
6936,nonDRNA,RNA,nonDRNA,9.78E-09,0.995390358,1.11E-12,0.004609633,1,0,0,0,20,0,2,10,5,5,11,2,6,0,11,15,5,8,0,3,2,8,9,8,0,14,2,0,4,0
6937,nonDRNA,RNA,nonDRNA,1.07E-06,0.563880916,6.47E-08,0.43611795,1,0,0,0,55,0,7,21,28,11,36,8,33,0,26,39,16,22,0,22,16,18,25,31,0,42,1,0,7,0
6938,nonDRNA,RNA,nonDRNA,1.31E-08,0.992413864,2.60E-12,0.007586123,1,0,0,0,16,0,2,4,11,9,14,6,12,0,7,10,3,6,0,11,8,5,3,12,0,19,2,0,8,0
6939,nonDRNA,RNA,nonDRNA,1.79E-08,0.984396582,1.32E-11,0.0156034,1,0,0,0,22,0,3,8,16,14,10,2,8,0,19,18,3,11,0,11,7,5,9,10,0,15,4,0,14,0
6940,nonDRNA,RNA,nonDRNA,1.34E-08,0.994023873,2.83E-12,0.005976114,1,0,0,0,6,0,3,15,10,7,9,4,12,0,9,12,7,14,0,7,4,5,10,4,0,10,1,0,5,0
6941,nonDRNA,RNA,nonDRNA,1.34E-08,0.988938253,3.61E-12,0.011061733,1,0,0,0,17,0,3,9,10,5,9,7,12,0,7,16,7,10,0,4,14,11,9,6,0,11,3,0,9,0
6942,nonDRNA,RNA,nonDRNA,1.43E-08,0.995419844,1.09E-12,0.004580141,1,0,0,0,18,0,2,10,16,4,14,0,5,0,9,7,5,5,0,5,1,2,7,8,0,13,4,0,2,0
6943,nonDRNA,RNA,nonDRNA,4.13E-08,0.928890286,1.45E-10,0.071109673,1,0,0,0,19,0,4,14,19,9,28,9,29,0,24,23,7,16,0,18,7,13,13,12,0,24,4,0,12,0
6944,nonDRNA,RNA,nonDRNA,2.79E-08,0.966605023,4.40E-11,0.033394949,1,0,0,0,19,0,2,21,12,18,28,3,12,0,25,20,9,8,0,7,7,10,12,16,0,26,4,0,5,0
6945,nonDRNA,RNA,nonDRNA,1.60E-08,0.988080114,9.42E-12,0.01191987,1,0,0,0,19,0,2,11,20,21,13,3,11,0,20,17,4,5,0,10,5,9,9,8,0,10,2,0,7,0
6946,nonDRNA,RNA,nonDRNA,1.81E-08,0.976875638,2.15E-11,0.023124344,1,0,0,0,15,0,4,12,16,14,11,7,22,0,12,21,7,17,0,9,9,14,15,11,0,19,1,0,5,0
6947,nonDRNA,RNA,nonDRNA,5.64E-08,0.932283585,1.20E-10,0.067716358,1,0,0,0,13,0,4,17,27,8,14,8,11,0,28,21,8,11,0,12,13,12,7,13,0,22,8,0,13,0
6948,nonDRNA,RNA,nonDRNA,1.71E-07,0.922585678,2.83E-10,0.077414151,0.803757923,0.196242077,0,0,12,0,0,13,28,20,18,4,11,0,18,20,7,10,0,14,3,7,20,13,0,18,11,0,10,0
6949,nonDRNA,RNA,nonDRNA,1.59E-08,0.995035856,1.57E-12,0.004964128,0.564427397,0.435572603,0,0,20,0,0,8,5,7,9,10,0,0,11,20,2,3,0,6,1,3,13,8,0,12,1,0,3,0
6950,nonDRNA,RNA,nonDRNA,1.77E-08,0.992928464,2.20E-12,0.007071518,0.598747877,0.401252123,0,0,18,0,0,7,14,6,10,13,10,0,19,18,3,0,0,4,5,4,7,4,0,7,2,0,3,0
6951,nonDRNA,RNA,nonDRNA,8.65E-07,0.501427441,2.67E-08,0.498571668,1,0,0,0,48,0,0,29,14,14,37,7,16,0,28,48,9,22,0,21,19,15,22,18,0,28,8,0,23,0
6952.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,0.76,0.24,1,0,0,0,46.00,0.00,3.00,23.00,29.00,20.00,70.00,12.00,19.00,0.00,18.00,41.00,9.00,58.00,0.00,63.00,110.00,33.00,47.00,21.00,0.00,50.00,0.00,0.00,18.00,0.00
6953,nonDRNA,RNA,nonDRNA,1.23E-08,0.995211457,2.15E-12,0.004788531,0.604914219,0.195230292,0,0.199855489,6,0,6,6,4,6,12,6,7,0,7,14,3,9,0,10,6,13,9,9,0,9,1,0,4,0
6954,nonDRNA,RNA,nonDRNA,2.39E-07,0.743361973,2.44E-09,0.256637786,0.793640182,0,0,0.206359818,41,0,2,22,21,8,30,0,20,0,32,23,11,21,0,10,22,9,34,28,0,26,7,0,10,0
6955,nonDRNA,RNA,nonDRNA,1.49E-07,0.940961087,2.01E-10,0.059038764,0.79808751,0,0,0.20191249,19,0,0,6,6,7,40,3,8,0,5,10,4,27,0,7,8,14,27,30,0,15,7,0,18,0
6956.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,129.00,0.00,5.00,41.00,42.00,37.00,58.00,7.00,61.00,0.00,53.00,37.00,23.00,42.00,0.00,150.00,42.00,15.00,127.00,239.00,0.00,90.00,4.00,0.00,35.00,0.00
6957,nonDRNA,RNA,nonDRNA,6.65E-08,0.921541065,4.41E-10,0.078458868,1,0,0,0,12,0,6,26,28,17,8,6,22,0,26,34,6,17,0,5,12,13,18,8,0,17,1,0,17,0
6958,nonDRNA,RNA,nonDRNA,2.61E-08,0.971974964,2.42E-11,0.02802501,0.80165583,0,0,0.19834417,29,0,3,15,21,6,29,4,19,0,20,26,10,11,0,7,0,9,9,10,0,28,3,0,8,0
6959,nonDRNA,DNA,nonDRNA,0.024535664,8.75E-16,0.001836279,0.973628058,1,0,0,0,47,0,46,98,34,26,71,14,19,0,20,38,8,43,0,47,51,47,36,35,0,56,10,0,11,0
6960,nonDRNA,DNA,nonDRNA,1.15E-05,0.020174421,9.50E-06,0.979804568,1,0,0,0,26,0,14,32,27,26,33,13,55,0,36,48,7,40,0,14,12,18,39,20,0,30,6,0,25,0
6961,nonDRNA,DNA,nonDRNA,8.40E-06,0.027362777,7.73E-06,0.972621097,1,0,0,0,68,0,12,35,28,14,45,13,27,0,34,51,11,32,0,22,33,30,31,16,0,49,8,0,12,0
6962,nonDRNA,RNA,nonDRNA,8.45E-08,0.83193775,4.89E-10,0.168062165,1,0,0,0,35,0,1,15,33,15,27,2,15,0,20,32,5,20,0,18,14,15,29,19,0,29,5,0,11,0
6963,nonDRNA,RNA,nonDRNA,1.63E-08,0.978151593,9.03E-12,0.021848391,1,0,0,0,13,0,1,9,22,10,13,3,22,0,15,16,5,5,0,8,13,16,24,14,0,14,1,0,11,0
6964.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,297.00,0.00,18.00,195.00,324.00,65.00,180.00,81.00,113.00,0.00,260.00,228.00,45.00,103.00,0.00,368.00,180.00,257.00,395.00,213.00,0.00,257.00,11.00,0.00,74.00,0.00
6965,nonDRNA,RNA,nonDRNA,3.56E-08,0.957497648,2.40E-11,0.042502316,1,0,0,0,22,0,2,12,7,9,22,4,6,0,11,18,7,7,0,18,9,19,28,23,0,17,7,0,5,0
6966,nonDRNA,RNA,nonDRNA,9.35E-08,0.905643734,4.18E-10,0.094356172,1,0,0,0,10,0,0,20,20,17,23,1,26,0,26,20,7,17,0,7,14,10,13,27,0,16,5,0,19,0
6967,nonDRNA,RNA,nonDRNA,1.70E-08,0.99447966,9.63E-13,0.005520323,1,0,0,0,7,0,0,12,10,5,13,6,5,0,3,10,3,2,0,10,4,14,3,7,0,11,5,0,4,0
6968,nonDRNA,RNA,nonDRNA,4.74E-07,0.548552264,3.25E-08,0.45144723,0.771773849,0.228226151,0,0,28,0,6,26,33,19,25,8,17,0,56,39,11,18,0,21,15,9,15,23,0,37,4,0,11,0
6969,nonDRNA,DNA,nonDRNA,8.15E-07,0.469737953,1.30E-08,0.530261219,1,0,0,0,61,0,9,25,25,9,38,14,15,0,5,44,8,7,0,27,8,31,22,28,0,33,4,0,11,0
6970,nonDRNA,RNA,nonDRNA,1.46E-08,0.993722207,4.35E-12,0.006277778,1,0,0,0,12,0,7,8,10,3,9,4,8,0,20,15,3,13,0,2,5,5,12,6,0,13,0,0,9,0
6971,nonDRNA,RNA,nonDRNA,1.31E-08,0.995302572,1.55E-12,0.004697415,0.803420598,0,0,0.196579402,11,0,4,12,9,5,9,10,6,0,5,17,2,2,0,3,4,10,10,13,0,9,1,0,3,0
6972,nonDRNA,RNA,nonDRNA,7.97E-08,0.93129697,2.75E-10,0.06870295,1,0,0,0,52,0,4,23,21,10,20,2,27,0,29,26,7,9,0,13,9,7,22,16,0,27,0,0,9,0
6973,nonDRNA,RNA,nonDRNA,1.47E-08,0.998318712,4.23E-13,0.001681273,1,0,0,0,5,0,1,4,7,2,6,6,4,0,2,7,2,1,0,2,3,4,6,8,0,5,1,0,3,0
6974.00,nonDRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,1,0,0,0,72.00,0.00,10.00,29.00,43.00,36.00,69.00,10.00,44.00,0.00,19.00,115.00,16.00,26.00,0.00,29.00,44.00,60.00,54.00,51.00,0.00,66.00,22.00,0.00,27.00,0.00
6975,nonDRNA,RNA,nonDRNA,1.44E-08,0.988537005,4.35E-12,0.01146298,0.598593505,0.401406495,0,0,21,0,2,15,5,7,12,5,10,0,9,10,3,10,0,10,8,4,17,15,0,17,3,0,7,0
6976,nonDRNA,RNA,nonDRNA,1.55E-08,0.99476958,1.82E-12,0.005230405,1,0,0,0,14,0,2,7,14,5,7,7,7,0,14,14,2,4,0,7,5,3,5,5,0,6,5,0,5,0
6977,nonDRNA,RNA,nonDRNA,1.66E-08,0.992030144,5.16E-12,0.00796984,1,0,0,0,22,0,4,2,27,11,10,5,10,0,19,8,6,4,0,7,3,5,1,7,0,11,0,0,9,0
6978,nonDRNA,RNA,nonDRNA,6.13E-08,0.920055011,2.29E-10,0.079944927,1,0,0,0,32,0,2,22,21,11,34,5,17,0,22,23,8,16,0,10,9,13,14,27,0,39,2,0,8,0
6979,nonDRNA,RNA,nonDRNA,2.89E-07,0.682466508,9.23E-09,0.317533193,1,0,0,0,23,0,3,25,38,21,28,4,29,0,36,47,8,11,0,20,11,21,19,15,0,32,3,0,19,0
6980,nonDRNA,DNA,nonDRNA,3.21E-05,0.004970405,8.99E-04,0.994098625,1,0,0,0,42,0,7,39,65,25,32,15,50,0,52,67,13,21,0,21,43,36,40,32,0,43,4,0,15,0
