Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G9.1],[G9.2],[G9.3]
seq7010,0.042182,0.042182,0.042182,0.007030,0.021091,0.028121,0.028121,0.007030,0.014061,0.035151,0.070303,0.021091,0.014061,0.000000,0.042182,0.077333,0.028121,0.007030,0.021091,0.014061,0.016809,0.017556,0.013909,0.014560,0.016282,0.015055,0.014414,0.014102,0.015917,0.014038,0.012755,0.014732,0.016574,0.013985,0.013181,0.016183,0.014705,0.014128,0.012584,0.016030,0.015323,0.011466,0.014824,0.014930,0.012507,0.015922,0.014305,0.016546,0.011720,0.012535,0.074503,0.074503,0.074503,0.012417,0.037251,0.049668,0.049668,0.012417,0.024834,0.062086,0.124171,0.037251,0.024834,0.000000,0.074503,0.136588,0.049668,0.012417,0.037251,0.024834,0.000237,0.000274,0.000232,0.000270,0.000261,0.000220,0.000201,0.000216,0.000218,0.000222,0.000250,0.000249,0.000231,0.000248,0.000234,0.000206,0.000201,0.000213,0.000185,0.000212,0.000211,0.000207,0.000200,0.000198,0.000201,0.000203,0.000151,0.000226,0.000244,0.000211,0.037067,0.037067,0.037067,0.006178,0.018533,0.024711,0.024711,0.006178,0.012356,0.030889,0.061778,0.018533,0.012356,0.000000,0.037067,0.067956,0.024711,0.006178,0.018533,0.012356,0.020063,0.021823,0.017967,0.013884,0.019711,0.017894,0.014142,0.015607,0.021843,0.017444,0.013203,0.017326,0.019993,0.015852,0.013439,0.018026,0.016065,0.015597,0.016602,0.021416,0.015024,0.011510,0.016742,0.019628,0.015704,0.014758,0.019227,0.019291,0.010689,0.015308,43.1728395,26.4339623,27.3049645
seq7011,0.054159,0.038685,0.030948,0.038685,0.000000,0.007737,0.061897,0.077371,0.007737,0.046422,0.030948,0.015474,0.015474,0.007737,0.015474,0.046422,0.038685,0.000000,0.023211,0.061897,0.013016,0.014335,0.013348,0.011767,0.012381,0.012113,0.014160,0.012627,0.012813,0.013543,0.012026,0.010799,0.011169,0.014439,0.012566,0.012789,0.013331,0.012595,0.012296,0.012112,0.014360,0.013451,0.012195,0.012179,0.012970,0.013067,0.013556,0.010917,0.013964,0.010153,0.086574,0.061839,0.049471,0.061839,0.000000,0.012368,0.098942,0.123677,0.012368,0.074206,0.049471,0.024735,0.024735,0.012368,0.024735,0.074206,0.061839,0.000000,0.037103,0.098942,0.000416,0.000406,0.000353,0.000346,0.000370,0.000407,0.000372,0.000364,0.000393,0.000344,0.000391,0.000297,0.000317,0.000229,0.000430,0.000339,0.000288,0.000331,0.000341,0.000331,0.000328,0.000450,0.000334,0.000333,0.000400,0.000300,0.000307,0.000308,0.000447,0.000308,0.047060,0.033614,0.026891,0.033614,0.000000,0.006723,0.053783,0.067229,0.006723,0.040337,0.026891,0.013446,0.013446,0.006723,0.013446,0.040337,0.033614,0.000000,0.020169,0.053783,0.015829,0.018968,0.016300,0.014054,0.014584,0.013981,0.015814,0.016924,0.014143,0.016748,0.015390,0.013520,0.011123,0.019580,0.013798,0.017255,0.016107,0.014400,0.015143,0.016072,0.017003,0.015506,0.015679,0.013577,0.014035,0.016979,0.017899,0.013363,0.016191,0.012204,34.5679012,23.2641509,22.9326241
seq7012,0.032054,0.038465,0.025643,0.025643,0.000000,0.032054,0.051287,0.006411,0.000000,0.032054,0.089752,0.012822,0.019233,0.019233,0.019233,0.044876,0.019233,0.006411,0.019233,0.019233,0.017816,0.016652,0.018491,0.016171,0.017786,0.015070,0.018573,0.013055,0.015860,0.014252,0.019789,0.015588,0.018843,0.015092,0.015700,0.014718,0.018099,0.015396,0.014409,0.015397,0.019409,0.014319,0.016671,0.015527,0.014819,0.016576,0.016372,0.012891,0.017083,0.016706,0.061991,0.074390,0.049593,0.049593,0.000000,0.061991,0.099186,0.012398,0.000000,0.061991,0.173576,0.024797,0.037195,0.037195,0.037195,0.086788,0.037195,0.012398,0.037195,0.037195,0.000280,0.000260,0.000280,0.000226,0.000212,0.000264,0.000326,0.000263,0.000250,0.000220,0.000338,0.000280,0.000306,0.000225,0.000271,0.000284,0.000306,0.000250,0.000240,0.000239,0.000311,0.000291,0.000298,0.000249,0.000261,0.000313,0.000257,0.000302,0.000253,0.000286,0.030538,0.036646,0.024431,0.024431,0.000000,0.030538,0.048861,0.006108,0.000000,0.030538,0.085507,0.012215,0.018323,0.018323,0.018323,0.042754,0.018323,0.006108,0.018323,0.018323,0.018604,0.019860,0.017414,0.015629,0.018527,0.018909,0.019778,0.014038,0.015245,0.018794,0.017805,0.016579,0.020593,0.018446,0.015559,0.015209,0.018916,0.016952,0.014286,0.015650,0.020490,0.016270,0.018861,0.014991,0.014410,0.015179,0.015833,0.012556,0.018701,0.017299,40.5185185,28.5207547,31.1382979
seq7013,0.019934,0.000000,0.053158,0.033224,0.006645,0.006645,0.026579,0.033224,0.000000,0.046513,0.073093,0.053158,0.013290,0.019934,0.019934,0.033224,0.019934,0.013290,0.013290,0.046513,0.017444,0.015781,0.015929,0.014388,0.016484,0.015098,0.014675,0.017059,0.015972,0.012943,0.016760,0.015128,0.016306,0.011719,0.015902,0.016413,0.013842,0.016044,0.015724,0.016658,0.015190,0.015092,0.016502,0.016027,0.016597,0.014459,0.017443,0.012971,0.015660,0.018212,0.037034,0.000000,0.098757,0.061723,0.012345,0.012345,0.049378,0.061723,0.000000,0.086412,0.135790,0.098757,0.024689,0.037034,0.037034,0.061723,0.037034,0.024689,0.024689,0.086412,0.000427,0.000397,0.000419,0.000441,0.000449,0.000331,0.000452,0.000363,0.000441,0.000398,0.000433,0.000426,0.000454,0.000319,0.000422,0.000450,0.000386,0.000415,0.000399,0.000330,0.000373,0.000464,0.000437,0.000410,0.000439,0.000430,0.000437,0.000426,0.000434,0.000431,0.017605,0.000000,0.046946,0.029341,0.005868,0.005868,0.023473,0.029341,0.000000,0.041078,0.064551,0.046946,0.011737,0.017605,0.017605,0.029341,0.017605,0.011737,0.011737,0.041078,0.020034,0.016160,0.017712,0.015939,0.020666,0.017821,0.017500,0.019764,0.017219,0.013485,0.018317,0.015152,0.017850,0.012834,0.017961,0.019136,0.018569,0.018463,0.017702,0.019662,0.017739,0.018618,0.018477,0.015996,0.017316,0.015366,0.019122,0.016556,0.018314,0.021087,38.7901235,31.1132075,28.2943262
seq7014,0.040599,0.020299,0.000000,0.020299,0.000000,0.000000,0.033832,0.033832,0.000000,0.040599,0.060898,0.033832,0.020299,0.094730,0.013533,0.067665,0.006766,0.000000,0.027066,0.027066,0.013615,0.016393,0.015543,0.011202,0.013767,0.016276,0.014843,0.016122,0.016371,0.017910,0.014888,0.014278,0.014416,0.016249,0.014871,0.014489,0.014911,0.012952,0.012533,0.016223,0.016964,0.013578,0.012969,0.015857,0.018108,0.016523,0.016776,0.015627,0.015838,0.018592,0.074249,0.037124,0.000000,0.037124,0.000000,0.000000,0.061874,0.061874,0.000000,0.074249,0.111373,0.061874,0.037124,0.173248,0.024750,0.123748,0.012375,0.000000,0.049499,0.049499,0.000336,0.000352,0.000373,0.000377,0.000315,0.000374,0.000310,0.000292,0.000307,0.000357,0.000282,0.000377,0.000301,0.000304,0.000339,0.000339,0.000331,0.000316,0.000333,0.000389,0.000354,0.000282,0.000373,0.000291,0.000293,0.000339,0.000351,0.000401,0.000357,0.000267,0.035726,0.017863,0.000000,0.017863,0.000000,0.000000,0.029772,0.029772,0.000000,0.035726,0.053590,0.029772,0.017863,0.083362,0.011909,0.059544,0.005954,0.000000,0.023818,0.023818,0.016794,0.017916,0.017534,0.012690,0.017645,0.020539,0.016554,0.019533,0.020270,0.019901,0.015536,0.015908,0.017480,0.018032,0.015104,0.016198,0.017143,0.016604,0.012828,0.018824,0.018788,0.016167,0.013619,0.018074,0.020851,0.016613,0.018614,0.017259,0.019533,0.021096,40.8395062,34.509434,34.1950355
seq7015,0.061684,0.041122,0.020561,0.027415,0.006854,0.034269,0.013707,0.054830,0.000000,0.034269,0.047976,0.034269,0.041122,0.027415,0.006854,0.013707,0.027415,0.000000,0.020561,0.034269,0.017393,0.013425,0.015813,0.015845,0.017244,0.015769,0.014461,0.014602,0.013358,0.014999,0.012254,0.017150,0.015182,0.014816,0.014787,0.015627,0.014862,0.013841,0.015204,0.012766,0.015079,0.012817,0.015883,0.014899,0.015521,0.016865,0.016563,0.014519,0.015626,0.014530,0.111389,0.074259,0.037130,0.049506,0.012377,0.061883,0.024753,0.099012,0.000000,0.061883,0.086636,0.061883,0.074259,0.049506,0.012377,0.024753,0.049506,0.000000,0.037130,0.061883,0.000348,0.000341,0.000334,0.000378,0.000312,0.000303,0.000309,0.000356,0.000324,0.000354,0.000275,0.000316,0.000280,0.000334,0.000354,0.000352,0.000430,0.000346,0.000275,0.000296,0.000289,0.000275,0.000395,0.000324,0.000303,0.000272,0.000319,0.000397,0.000338,0.000347,0.057189,0.038126,0.019063,0.025417,0.006354,0.031772,0.012709,0.050835,0.000000,0.031772,0.044480,0.031772,0.038126,0.025417,0.006354,0.012709,0.025417,0.000000,0.019063,0.031772,0.017266,0.015284,0.015692,0.018089,0.017093,0.016117,0.014224,0.014424,0.015275,0.018060,0.015609,0.019401,0.016906,0.016271,0.018055,0.016281,0.016211,0.017177,0.016948,0.016780,0.015465,0.016115,0.016883,0.014362,0.015321,0.017743,0.016661,0.016252,0.014910,0.016780,37.5925926,26.7509434,30.2695035
seq7016,0.006336,0.006336,0.076027,0.000000,0.019007,0.012671,0.025342,0.019007,0.000000,0.063356,0.069692,0.012671,0.019007,0.025342,0.025342,0.044349,0.057020,0.012671,0.006336,0.006336,0.014412,0.015334,0.016350,0.014977,0.014891,0.013980,0.014274,0.016863,0.016409,0.015691,0.012235,0.016369,0.015655,0.016856,0.015605,0.017220,0.017462,0.014226,0.016894,0.017265,0.018768,0.015184,0.017027,0.018685,0.017734,0.019584,0.018984,0.020428,0.016718,0.017073,0.012367,0.012367,0.148404,0.000000,0.037101,0.024734,0.049468,0.037101,0.000000,0.123670,0.136037,0.024734,0.037101,0.049468,0.049468,0.086569,0.111303,0.024734,0.012367,0.012367,0.000353,0.000380,0.000324,0.000341,0.000336,0.000332,0.000324,0.000378,0.000303,0.000280,0.000331,0.000382,0.000358,0.000417,0.000352,0.000287,0.000492,0.000402,0.000299,0.000316,0.000362,0.000332,0.000357,0.000417,0.000298,0.000365,0.000383,0.000445,0.000325,0.000371,0.004981,0.004981,0.059771,0.000000,0.014943,0.009962,0.019924,0.014943,0.000000,0.049810,0.054791,0.009962,0.014943,0.019924,0.019924,0.034867,0.044829,0.009962,0.004981,0.004981,0.017416,0.018450,0.018977,0.018334,0.017924,0.016261,0.016484,0.018362,0.019754,0.018741,0.015735,0.018250,0.019877,0.020397,0.019832,0.021407,0.024106,0.017461,0.021237,0.022446,0.024567,0.018106,0.019112,0.022807,0.020548,0.025205,0.022447,0.025858,0.020361,0.021063,42.1481481,29.1622642,31.4361702
seq7017,0.026931,0.006733,0.060594,0.020198,0.000000,0.006733,0.026931,0.013465,0.006733,0.053862,0.067327,0.033663,0.013465,0.033663,0.020198,0.040396,0.040396,0.006733,0.006733,0.053862,0.015327,0.015986,0.014068,0.017053,0.016555,0.015047,0.014107,0.018442,0.011584,0.012858,0.018800,0.014302,0.014590,0.016021,0.014649,0.014200,0.017431,0.015670,0.014409,0.016453,0.016311,0.014370,0.015305,0.015303,0.014334,0.015760,0.016028,0.014239,0.015244,0.016940,0.049411,0.012353,0.111176,0.037059,0.000000,0.012353,0.049411,0.024706,0.012353,0.098823,0.123529,0.061764,0.024706,0.061764,0.037059,0.074117,0.074117,0.012353,0.012353,0.098823,0.000387,0.000322,0.000364,0.000357,0.000431,0.000465,0.000436,0.000443,0.000400,0.000490,0.000437,0.000402,0.000441,0.000398,0.000469,0.000393,0.000355,0.000469,0.000394,0.000417,0.000338,0.000437,0.000342,0.000357,0.000349,0.000343,0.000319,0.000318,0.000367,0.000331,0.022947,0.005737,0.051630,0.017210,0.000000,0.005737,0.022947,0.011473,0.005737,0.045894,0.057367,0.028684,0.011473,0.028684,0.017210,0.034420,0.034420,0.005737,0.005737,0.045894,0.019059,0.017728,0.015519,0.019929,0.018149,0.018207,0.016333,0.019281,0.013476,0.015043,0.020651,0.018628,0.018167,0.020094,0.016550,0.018008,0.020058,0.017755,0.020276,0.017868,0.020808,0.019495,0.017630,0.017036,0.015250,0.018863,0.016531,0.019488,0.017320,0.017862,39.0987654,30.3396226,29.8794326
seq7018,0.040127,0.033439,0.026751,0.046815,0.000000,0.000000,0.046815,0.006688,0.013376,0.046815,0.066878,0.013376,0.020063,0.026751,0.033439,0.026751,0.013376,0.006688,0.033439,0.033439,0.014663,0.016179,0.018014,0.017909,0.013856,0.015162,0.015041,0.016550,0.015453,0.015901,0.014205,0.014095,0.017116,0.015671,0.018074,0.016822,0.015313,0.016430,0.011652,0.014473,0.014907,0.016687,0.016923,0.014273,0.014254,0.013674,0.018021,0.015057,0.013995,0.014603,0.074197,0.061831,0.049464,0.086563,0.000000,0.000000,0.086563,0.012366,0.024732,0.086563,0.123661,0.024732,0.037098,0.049464,0.061831,0.049464,0.024732,0.012366,0.061831,0.061831,0.000415,0.000407,0.000265,0.000387,0.000374,0.000294,0.000348,0.000379,0.000320,0.000321,0.000398,0.000362,0.000322,0.000429,0.000387,0.000306,0.000344,0.000395,0.000308,0.000359,0.000418,0.000321,0.000357,0.000402,0.000247,0.000347,0.000471,0.000262,0.000314,0.000452,0.037246,0.031038,0.024830,0.043453,0.000000,0.000000,0.043453,0.006208,0.012415,0.043453,0.062076,0.012415,0.018623,0.024830,0.031038,0.024830,0.012415,0.006208,0.031038,0.031038,0.016528,0.018027,0.018504,0.019040,0.017232,0.018112,0.015977,0.015467,0.017795,0.017005,0.015299,0.014800,0.014545,0.018255,0.020023,0.018597,0.015810,0.017757,0.012902,0.013892,0.012946,0.017346,0.020004,0.014567,0.015650,0.016505,0.021305,0.018896,0.015907,0.014701,42.2222222,33.2679245,29.2943262
seq7019,0.039874,0.033229,0.026583,0.046520,0.000000,0.000000,0.046520,0.006646,0.013291,0.046520,0.066457,0.006646,0.026583,0.026583,0.033229,0.026583,0.013291,0.006646,0.033229,0.033229,0.014215,0.017051,0.018345,0.017645,0.013621,0.014972,0.015597,0.017325,0.015719,0.015404,0.014255,0.015493,0.017721,0.015486,0.017472,0.016505,0.016449,0.015962,0.012330,0.014830,0.015030,0.015623,0.016199,0.014389,0.014429,0.015792,0.017531,0.014903,0.013131,0.014918,0.074196,0.061830,0.049464,0.086561,0.000000,0.000000,0.086561,0.012366,0.024732,0.086561,0.123659,0.012366,0.049464,0.049464,0.061830,0.049464,0.024732,0.012366,0.061830,0.061830,0.000408,0.000410,0.000274,0.000391,0.000381,0.000295,0.000350,0.000370,0.000332,0.000323,0.000400,0.000364,0.000317,0.000432,0.000392,0.000314,0.000334,0.000376,0.000308,0.000367,0.000423,0.000306,0.000347,0.000402,0.000236,0.000354,0.000480,0.000254,0.000320,0.000466,0.037292,0.031077,0.024861,0.043507,0.000000,0.000000,0.043507,0.006215,0.012431,0.043507,0.062153,0.006215,0.024861,0.024861,0.031077,0.024861,0.012431,0.006215,0.031077,0.031077,0.015070,0.018134,0.017873,0.019926,0.017917,0.019348,0.015571,0.015234,0.017612,0.016035,0.015483,0.015464,0.016409,0.016930,0.019315,0.017781,0.017189,0.016832,0.013082,0.014264,0.012659,0.016385,0.019243,0.015638,0.016136,0.018376,0.019753,0.019227,0.015339,0.014550,42.4197531,33.2792453,30.2907801
seq7020,0.039583,0.019791,0.032986,0.032986,0.000000,0.013194,0.052777,0.006597,0.019791,0.032986,0.052777,0.019791,0.026389,0.019791,0.013194,0.032986,0.026389,0.026389,0.013194,0.046180,0.015643,0.016522,0.016679,0.015810,0.014943,0.016005,0.016338,0.011564,0.014838,0.015426,0.016395,0.013955,0.013592,0.016745,0.017355,0.012903,0.015792,0.016051,0.018284,0.017445,0.012419,0.017401,0.017699,0.015677,0.019511,0.014656,0.016797,0.017109,0.011611,0.017062,0.074216,0.037108,0.061847,0.061847,0.000000,0.024739,0.098955,0.012369,0.037108,0.061847,0.098955,0.037108,0.049478,0.037108,0.024739,0.061847,0.049478,0.049478,0.024739,0.086586,0.000355,0.000357,0.000359,0.000366,0.000364,0.000347,0.000331,0.000329,0.000273,0.000272,0.000440,0.000431,0.000363,0.000352,0.000329,0.000353,0.000297,0.000399,0.000310,0.000379,0.000430,0.000341,0.000360,0.000340,0.000332,0.000228,0.000397,0.000354,0.000299,0.000364,0.035289,0.017645,0.029408,0.029408,0.000000,0.011763,0.047052,0.005882,0.017645,0.029408,0.047052,0.017645,0.023526,0.017645,0.011763,0.029408,0.023526,0.023526,0.011763,0.041171,0.019879,0.016743,0.016906,0.017689,0.016105,0.017809,0.021732,0.011683,0.018482,0.016593,0.016866,0.015722,0.015673,0.020978,0.018687,0.013995,0.020743,0.015040,0.020063,0.019721,0.011742,0.022957,0.018353,0.018037,0.020536,0.015721,0.016536,0.019627,0.011557,0.023306,42.4567901,29.9018868,27.9964539
seq7021,0.056006,0.063007,0.014002,0.035004,0.007001,0.035004,0.042005,0.028003,0.007001,0.035004,0.063007,0.014002,0.007001,0.014002,0.028003,0.035004,0.028003,0.014002,0.021002,0.014002,0.015100,0.016932,0.015123,0.011960,0.013105,0.016831,0.015229,0.014302,0.013580,0.016122,0.014418,0.014444,0.014331,0.014298,0.015447,0.014920,0.017154,0.012351,0.013834,0.018127,0.014284,0.012556,0.013771,0.015157,0.017882,0.013804,0.011775,0.015120,0.014712,0.013269,0.099188,0.111586,0.024797,0.061992,0.012398,0.061992,0.074391,0.049594,0.012398,0.061992,0.111586,0.024797,0.012398,0.024797,0.049594,0.061992,0.049594,0.024797,0.037195,0.024797,0.000265,0.000303,0.000217,0.000232,0.000228,0.000316,0.000252,0.000241,0.000277,0.000282,0.000287,0.000218,0.000263,0.000332,0.000272,0.000252,0.000264,0.000365,0.000350,0.000280,0.000294,0.000225,0.000290,0.000264,0.000268,0.000260,0.000244,0.000262,0.000265,0.000254,0.048971,0.055093,0.012243,0.030607,0.006121,0.030607,0.036728,0.024486,0.006121,0.030607,0.055093,0.012243,0.006121,0.012243,0.024486,0.030607,0.024486,0.012243,0.018364,0.012243,0.018325,0.021068,0.018461,0.014544,0.015225,0.019371,0.018790,0.016216,0.013257,0.017377,0.015799,0.017620,0.014703,0.015076,0.020333,0.017907,0.016851,0.011859,0.015990,0.022343,0.012251,0.014623,0.016402,0.019508,0.019912,0.018180,0.014067,0.018061,0.019354,0.016812,40.5802469,27.0566038,26.1524823
seq7022,0.060826,0.027034,0.006758,0.027034,0.006758,0.060826,0.020275,0.033792,0.006758,0.033792,0.081101,0.013517,0.013517,0.020275,0.020275,0.060826,0.020275,0.006758,0.006758,0.013517,0.017246,0.017817,0.015162,0.015806,0.014992,0.016356,0.016635,0.014311,0.013610,0.017035,0.014396,0.013348,0.015323,0.014206,0.014878,0.014562,0.014846,0.016422,0.014909,0.014314,0.018402,0.013216,0.014973,0.015040,0.016997,0.014887,0.013812,0.013646,0.014937,0.017243,0.111666,0.049629,0.012407,0.049629,0.012407,0.111666,0.037222,0.062037,0.012407,0.062037,0.148888,0.024815,0.024815,0.037222,0.037222,0.111666,0.037222,0.012407,0.012407,0.024815,0.000305,0.000223,0.000219,0.000249,0.000205,0.000275,0.000184,0.000255,0.000238,0.000222,0.000249,0.000254,0.000214,0.000227,0.000278,0.000235,0.000196,0.000230,0.000272,0.000248,0.000233,0.000288,0.000248,0.000197,0.000300,0.000250,0.000268,0.000322,0.000258,0.000276,0.053433,0.023748,0.005937,0.023748,0.005937,0.053433,0.017811,0.029685,0.005937,0.029685,0.071243,0.011874,0.011874,0.017811,0.017811,0.053433,0.017811,0.005937,0.005937,0.011874,0.019637,0.020830,0.015549,0.017392,0.018066,0.016241,0.017596,0.016480,0.015130,0.020469,0.016933,0.014855,0.017306,0.017288,0.016184,0.017554,0.015347,0.019888,0.020136,0.014357,0.022476,0.015224,0.016424,0.017217,0.020766,0.015742,0.017441,0.016042,0.015339,0.021133,38.7530864,25.2943396,31.0390071
seq7023,0.047315,0.006759,0.040555,0.027037,0.020278,0.020278,0.047315,0.033796,0.000000,0.033796,0.047315,0.047315,0.040555,0.020278,0.000000,0.033796,0.027037,0.006759,0.013518,0.027037,0.016130,0.013817,0.015945,0.012703,0.016889,0.016329,0.015377,0.013761,0.016530,0.015022,0.015405,0.016291,0.016186,0.015648,0.013126,0.017240,0.013326,0.013835,0.014386,0.016475,0.013571,0.017990,0.014222,0.017635,0.013786,0.016389,0.014642,0.017072,0.013492,0.016042,0.086653,0.012379,0.074274,0.049516,0.037137,0.037137,0.086653,0.061895,0.000000,0.061895,0.086653,0.086653,0.074274,0.037137,0.000000,0.061895,0.049516,0.012379,0.024758,0.049516,0.000371,0.000298,0.000328,0.000310,0.000342,0.000307,0.000363,0.000316,0.000290,0.000313,0.000361,0.000322,0.000296,0.000365,0.000261,0.000406,0.000337,0.000271,0.000321,0.000317,0.000313,0.000359,0.000305,0.000344,0.000301,0.000340,0.000236,0.000358,0.000335,0.000294,0.045189,0.006456,0.038733,0.025822,0.019367,0.019367,0.045189,0.032278,0.000000,0.032278,0.045189,0.045189,0.038733,0.019367,0.000000,0.032278,0.025822,0.006456,0.012911,0.025822,0.019523,0.014666,0.019842,0.011788,0.018607,0.015992,0.017996,0.013573,0.014702,0.016340,0.017922,0.018244,0.016480,0.016543,0.015670,0.018248,0.012104,0.016218,0.014140,0.021171,0.012212,0.018086,0.013845,0.017857,0.011145,0.018470,0.012346,0.020863,0.011738,0.017223,41.3209877,26.0603774,28.6276596
seq7024,0.048309,0.027605,0.006901,0.020704,0.013803,0.006901,0.041408,0.027605,0.013803,0.027605,0.069013,0.034506,0.020704,0.055210,0.034506,0.034506,0.013803,0.000000,0.006901,0.048309,0.015371,0.014802,0.014867,0.015408,0.015008,0.013685,0.013742,0.015290,0.011356,0.015585,0.013466,0.015039,0.015433,0.018128,0.014861,0.015355,0.014321,0.015152,0.013045,0.015049,0.015592,0.017635,0.017647,0.015176,0.014806,0.014638,0.014424,0.012866,0.016705,0.013447,0.086668,0.049525,0.012381,0.037144,0.024762,0.012381,0.074287,0.049525,0.024762,0.049525,0.123812,0.061906,0.037144,0.099050,0.061906,0.061906,0.024762,0.000000,0.012381,0.086668,0.000292,0.000297,0.000313,0.000309,0.000332,0.000352,0.000300,0.000278,0.000321,0.000279,0.000279,0.000299,0.000302,0.000317,0.000345,0.000300,0.000289,0.000269,0.000348,0.000277,0.000361,0.000327,0.000309,0.000280,0.000400,0.000316,0.000317,0.000374,0.000372,0.000350,0.046202,0.026401,0.006600,0.019801,0.013201,0.006600,0.039602,0.026401,0.013201,0.026401,0.066003,0.033002,0.019801,0.052803,0.033002,0.033002,0.013201,0.000000,0.006600,0.046202,0.015635,0.016732,0.016077,0.017077,0.014531,0.014833,0.014123,0.015639,0.014321,0.016580,0.013281,0.016115,0.016501,0.016522,0.018037,0.014118,0.014088,0.016687,0.014592,0.015506,0.018755,0.017911,0.016622,0.016260,0.013059,0.015886,0.016193,0.015001,0.015911,0.015380,38.691358,32.2339623,31.8439716
seq7025,0.048151,0.027515,0.006879,0.020636,0.013757,0.013757,0.041272,0.027515,0.013757,0.027515,0.068787,0.027515,0.020636,0.055029,0.034393,0.034393,0.013757,0.000000,0.006879,0.048151,0.015339,0.014643,0.014707,0.015346,0.015153,0.013624,0.014019,0.015552,0.011337,0.015438,0.013397,0.015258,0.015296,0.017874,0.014880,0.015532,0.014781,0.015174,0.013034,0.015057,0.015671,0.017500,0.018081,0.015323,0.015031,0.014883,0.014645,0.013049,0.016731,0.013353,0.086668,0.049525,0.012381,0.037144,0.024762,0.024762,0.074287,0.049525,0.024762,0.049525,0.123812,0.049525,0.037144,0.099050,0.061906,0.061906,0.024762,0.000000,0.012381,0.086668,0.000292,0.000297,0.000313,0.000309,0.000333,0.000352,0.000299,0.000278,0.000322,0.000280,0.000279,0.000299,0.000302,0.000317,0.000345,0.000300,0.000289,0.000269,0.000348,0.000277,0.000361,0.000327,0.000309,0.000280,0.000400,0.000316,0.000317,0.000374,0.000372,0.000350,0.045335,0.025906,0.006476,0.019429,0.012953,0.012953,0.038859,0.025906,0.012953,0.025906,0.064765,0.025906,0.019429,0.051812,0.032382,0.032382,0.012953,0.000000,0.006476,0.045335,0.015727,0.016134,0.015808,0.016714,0.014896,0.014672,0.014792,0.016549,0.014486,0.016492,0.012916,0.017055,0.015932,0.015942,0.018223,0.014601,0.015562,0.017491,0.014550,0.015771,0.019312,0.017613,0.018104,0.016822,0.013652,0.016710,0.017531,0.015702,0.016572,0.015548,38.7037037,31.8,31.9716312
